,H9.96h_001,H9.96h_002,H9.96h_003,H9.96h_004,H9.96h_005,H9.96h_006,H9.96h_007,H9.96h_008,H9.96h_009,H9.96h_010,H9.96h_011,H9.96h_012,H9.96h_013,H9.96h_014,H9.96h_015,H9.96h_016,H9.96h_017,H9.96h_018,H9.96h_019,H9.96h_020,H9.96h_021,H9.96h_022,H9.96h_023,H9.96h_024,H9.96h_025,H9.96h_026,H9.96h_027,H9.96h_028,H9.96h_029,H9.96h_030,H9.96h_031,H9.96h_032,H9.96h_033,H9.96h_034,H9.96h_035,H9.96h_036,H9.96h_037,H9.96h_038,H9.96h_039,H9.96h_040,H9.96h_041,H9.96h_042,H9.96h_043,H9.96h_044,H9.96h_045,H9.96h_046,H9.96h_047,H9.96h_048,H9.96h_049,H9.96h_050,H9.96h_051,H9.96h_052,H9.96h_053,H9.96h_054,H9.96h_055,H9.96h_056,H9.96h_057,H9.96h_058,H9.96h_059,H9.96h_060,H9.96h_061,H9.96h_062,H9.96h_063,H9.96h_064,H9.96h_065,H9.96h_066,H9.96h_067,H9.96h_068,H9.96h_069,H9.96h_070,H9.96h_071,H9.96h_072,H9.96h_073,H9.96h_074,H9.96h_075,H9.96h_077,H9.96h_078,H9.96h_079,H9.96h_080,H9.96h_081,H9.96h_082,H9.96h_083,H9.96h_084,H9.96h_085,H9.96h_086,H9.96h_087,H9.96h_088,H9.96h_089,H9.96h_090,H9.96h_091,H9.96h_092,H9.96h_093,H9.96h_094,H9.96h_095,H9.96h_096,H9.96h_097,H9.96h_098,H9.96h_099,H9.96h_100,H9.96h_101,H9.96h_102,H9.96h_103,H9.96h_104,H9.96h_105,H9.96h_106,H9.96h_107,H9.96h_108,H9.96h_109,H9.96h_110,H9.96h_111,H9.96h_112,H9.96h_113,H9.96h_114,H9.96h_115,H9.96h_116,H9.96h_117,H9.96h_118,H9.96h_119,H9.96h_120,H9.96h_121,H9.96h_122,H9.96h_123,H9.96h_124,H9.96h_125,H9.96h_126,H9.96h_127,H9.96h_128,H9.96h_129,H9.96h_130,H9.96h_131,H9.96h_132,H9.96h_133,H9.96h_134,H9.96h_135,H9.96h_136,H9.96h_137,H9.96h_138,H9.96h_139,H9.96h_140,H9.96h_141,H9.96h_142,H9.96h_143,H9.96h_144,H9.96h_145,H9.96h_146,H9.96h_147,H9.96h_148,H9.96h_149,H9.96h_150,H9.96h_151,H9.96h_152,H9.96h_153,H9.96h_154,H9.96h_155,H9.96h_156,H9.96h_157,H9.96h_158,H9.96h_159,H9.96h_160,H9.96h_161,H9.96h_162,H9.96h_163,H9.96h_164,H9.96h_165,H9.96h_166,H9.96h_167,H9.96h_168,H9.96h_169,H9.96h_170,H9.96h_171,H9.96h_173,H9.96h_174,H9.96h_175,H9.96h_176,H9.96h_177,H9.96h_178,H9.96h_179,H9.96h_180,H9.96h_182,H9.96h_183,H9.96h_184,H9.96h_185,H9.96h_186,H9.96h_187,H9.96h_188,H9.96h_189,H9.96h_190,H9.96h_192
aadat,2.63,0.0,0.0,0.0,1.0,66.45,0.0,24.33,1.21,4.0,0.0,2.0,23.01,0.0,0.79,0.0,0.02,1.42,74.79,0.92,395.11,0.0,0.0,0.0,0.0,0.0,54.37,1.0,63.06,0.0,1.24,0.0,31.07,0.0,549.03,0.0,0.0,0.0,0.0,2.0,0.0,30.15,167.23,1.0,0.0,143.27,0.0,106.03,0.86,0.0,204.99,0.0,51.36,2.98,221.7,4.04,0.0,1.03,3.0,341.09,176.02,5.46,0.0,0.0,0.98,0.91,0.0,0.0,205.99,12.03,0.0,1.92,0.0,0.0,12.01,0.0,0.0,164.11,99.58,109.18,35.06,50.08,20.0,59.14,10.01,3.01,166.69,15.25,10.0,14.99,3.44,2.01,22.07,2.03,94.03,14.0,174.03,7.11,81.88,9.08,4.0,0.0,7.55,0.0,5.35,1.96,77.91,2.18,159.19,56.5,3.97,0.0,1.9,16.04,1.0,12.39,2.02,0.0,0.0,1.03,11.04,1.81,1.0,236.01,0.0,9.39,18.0,0.0,7.92,29.99,2.0,15.04,203.59,1.0,0.0,0.0,0.0,0.0,0.95,28.02,0.0,0.0,0.46,3.08,0.0,40.12,59.5,0.0,183.73,2.02,0.45,8.97,1.25,0.0,107.32,0.0,291.04,3.02,84.99,398.3,0.0,0.0,0.0,2.48,1.02,0.9,0.0,51.94,0.0,0.0,260.1,0.0,6.76,0.0,0.0,0.0,4.51,0.0,0.0,90.93,1.1,1.62,0.0,1.0,2.0,9.0,14.01,28.84
aaed1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
aagab,137.0,29.96,0.0,1.0,44.0,1.0,1.0,21.0,0.0,1.0,24.0,194.0,88.0,11.0,0.0,0.0,27.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,25.0,4.0,26.0,0.0,102.0,0.0,3.0,0.0,272.0,0.0,140.0,0.0,0.0,16.0,0.0,4.0,1.0,10.0,0.97,1.0,87.0,57.0,1.0,26.0,1.0,0.0,0.0,12.0,437.1,27.0,30.0,0.0,48.0,200.0,2.0,27.0,0.0,0.0,3.0,0.0,0.0,67.0,78.0,193.0,2.0,3.0,525.49,379.29,101.03,0.0,562.61,503.3,25.0,0.0,14.0,0.0,0.0,106.0,163.0,4.0,0.0,3.0,13.26,11.54,0.0,131.0,155.0,184.0,12.0,9.0,25.0,68.0,46.0,29.85,4.0,89.0,7.0,23.0,3.0,5.0,30.0,175.0,7.0,3.0,115.96,0.0,40.0,0.0,40.0,0.0,11.0,100.0,12.0,2.0,2.0,34.0,24.0,34.0,0.0,0.0,25.0,12.0,0.0,6.0,17.16,276.0,78.84,0.0,1.0,0.0,41.0,186.0,11.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,83.0,6.0,9.0,15.0,23.0,9.0,167.0,0.0,0.0,264.0,0.0,27.0,5.0,34.0,0.0,37.0,0.0,236.6,1.0,0.0,150.47,13.0,17.0,112.0,49.3,16.0,0.0,33.0,18.0,17.0,0.0,64.0,1.0,0.0,11.0,103.0,21.0,112.0,29.0,13.0,106.0,4.0,0.0,40.0
aak1,809.07,166.57,54.35,144.72,240.67,82.63,89.64,269.65,42.44,122.93,240.3,53.92,84.06,543.44,51.61,50.32,122.33,73.26,310.82,19.37,372.68,18.92,156.99,134.84,32.07,150.91,69.97,60.07,80.72,15.19,23.27,160.8,272.57,35.12,40.95,62.65,975.9,12.93,261.63,25.3,48.78,8.6,17.29,101.22,59.03,40.34,58.74,8.36,23.26,44.73,31.57,41.81,67.71,46.38,18.38,35.05,116.53,16.57,32.95,504.99,333.08,73.34,51.46,27.2,68.77,48.25,337.17,25.26,73.35,42.57,20.47,12.87,44.91,28.52,166.87,199.01,167.74,143.96,149.41,27.39,77.24,163.22,19.74,11.37,36.02,533.21,74.86,160.45,30.9,125.93,94.71,128.15,98.5,287.1,307.65,398.44,59.75,233.7,246.45,127.46,275.94,124.66,183.11,27.91,45.03,99.02,173.07,597.78,70.12,68.69,125.06,112.52,48.26,86.05,37.1,325.86,125.8,28.29,35.09,273.81,43.44,76.73,104.99,59.04,54.65,716.28,90.01,65.86,52.94,172.87,137.14,84.58,51.75,171.06,48.24,51.9,370.86,56.79,24.12,327.53,29.64,54.96,67.62,154.84,38.7,188.47,200.28,66.19,104.1,165.75,130.72,42.58,16.33,60.46,54.66,135.72,55.45,35.35,71.19,31.57,75.83,52.43,219.29,42.99,239.73,90.81,42.18,89.33,98.49,67.11,490.4,195.44,118.66,52.66,505.12,15.79,76.79,131.52,55.17,77.03,67.94,671.04,8.89,156.61,52.03,81.95,214.74,95.36
aamp,0.0,0.0,5.0,0.0,14.0,1.0,3.0,6.0,4.0,434.0,19.0,384.0,13.0,0.0,229.28,2.0,1.0,157.0,3.0,25.0,10.0,0.0,0.0,514.0,212.0,7.0,1.0,8.0,0.0,3.0,280.0,65.0,142.0,194.0,44.0,289.03,19.0,132.0,0.0,148.0,0.0,113.0,60.0,747.0,3.0,2.0,2.0,2.0,85.99,6.0,0.0,0.0,375.0,2.0,252.0,11.0,3.0,4.0,58.0,146.98,4.0,93.0,17.0,28.0,85.0,0.0,12.0,335.0,216.0,0.0,66.0,2.0,1.0,1.0,1.0,101.0,8.0,310.0,155.0,73.0,2.0,32.0,205.0,25.0,32.0,109.0,69.3,1.0,4.0,52.0,40.0,195.0,2.0,103.0,187.0,75.0,73.0,48.0,123.0,87.05,24.0,61.0,105.0,35.0,32.0,3.0,0.0,28.0,13.0,33.0,2.0,141.0,10.0,0.0,71.99,1.0,10.0,48.99,0.0,1.0,105.0,63.0,0.0,335.0,100.94,52.73,18.0,40.0,9.43,0.0,110.0,6.0,11.0,0.0,92.0,6.74,123.0,4.0,0.0,5.0,6.0,4.0,0.0,39.0,0.0,76.0,12.0,13.0,1.0,7.0,85.0,68.0,0.0,0.0,0.0,136.0,120.0,0.0,2.0,21.0,263.0,0.0,78.0,0.0,130.0,0.0,1.0,27.0,43.0,71.0,232.0,4.0,34.0,2.0,1.0,47.0,6.0,0.0,23.0,5.0,0.0,194.0,2.0,1.0,0.0,52.0,10.0,51.0
aanat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aars,0.0,69.0,191.0,7.0,1.0,6.0,1.0,97.0,107.0,1.0,32.0,0.0,26.0,26.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,167.0,54.0,41.0,157.0,123.0,1.0,16.0,0.0,29.99,1.0,12.0,0.0,65.0,15.0,0.0,0.0,10.0,0.0,6.0,0.0,41.0,511.87,38.0,0.0,0.0,0.0,0.0,0.0,76.0,58.0,0.0,279.07,2.0,49.0,49.0,49.0,0.0,52.0,168.0,96.0,8.0,0.0,516.03,90.0,162.0,1.0,17.0,0.0,47.88,1.0,48.0,0.0,316.0,5.0,11.0,1.0,1.0,16.0,51.0,273.0,208.42,36.0,25.0,82.0,168.04,1.0,64.0,4.0,367.0,20.0,57.0,175.0,17.0,8.0,39.0,107.0,38.07,112.18,94.0,172.0,44.0,20.0,0.0,65.0,25.06,88.0,38.0,1.0,14.0,42.0,9.0,9.0,45.0,43.0,0.0,98.0,23.0,64.0,1.0,153.0,61.0,106.0,79.61,290.0,1.0,329.52,0.0,0.0,0.0,21.0,0.0,72.0,76.0,34.0,336.0,124.0,106.0,31.0,0.0,184.0,0.0,0.0,124.0,1.0,83.01,0.0,35.0,570.0,0.0,126.0,0.0,0.0,0.0,6.0,0.0,0.0,84.0,4.0,77.0,0.0,0.0,99.0,0.0,4.0,112.0,22.0,11.0,11.0,66.0,282.0,42.0,228.0,0.0,0.0,0.0,7.0,0.0,76.0,6.0,62.0,0.0,27.0
aars2,8.29,22.82,3.05,3.16,2.22,26.37,3.93,0.0,0.0,4.81,0.0,4.27,1.26,8.2,55.03,1.06,0.55,2.05,5.2,6.2,17.23,1.12,0.0,9.88,3.47,6.15,6.51,2.13,0.37,3.85,1.47,8.47,13.05,4.6,0.0,2.24,5.8,4.26,2.69,1.32,1.73,2.55,0.0,32.47,0.25,4.7,7.86,2.0,5.05,72.51,7.33,4.72,5.67,78.37,2.89,61.66,0.0,8.43,4.52,0.0,103.95,0.0,6.37,29.76,68.33,0.0,0.0,7.32,2.25,82.85,4.33,11.89,1.94,0.0,0.0,7.76,1.4,1.65,166.63,2.27,4.47,8.99,0.99,0.0,0.0,10.31,14.57,38.74,0.0,42.76,19.52,5.76,10.0,18.88,57.02,6.04,7.35,3.4,5.12,10.4,6.05,7.3,4.4,17.49,19.75,5.91,11.25,2.52,8.55,4.7,1.19,14.3,0.0,18.45,0.0,4.59,4.3,14.61,6.07,27.48,6.32,23.04,18.13,44.7,6.54,7.31,55.8,40.33,11.87,11.24,1.92,4.3,9.26,12.41,3.03,8.35,21.14,9.16,8.57,5.19,5.84,58.32,9.15,62.82,14.86,16.02,9.85,3.26,8.41,17.55,142.21,10.17,9.22,2.1,14.94,42.38,7.72,14.17,10.83,0.0,41.08,6.59,4.32,8.13,4.46,16.94,14.65,5.0,3.37,20.63,8.72,7.59,15.87,7.57,4.93,1.64,132.91,9.77,0.51,6.48,7.16,23.87,1.32,4.11,2.76,0.0,4.92,3.64
aarsd1,8.67,10.15,0.0,2.02,59.0,2.58,1.03,3.96,98.16,0.0,0.35,120.31,2.58,4.99,1.62,2.08,115.3,3.23,1.26,24.84,6.72,1.0,0.0,1.0,8.0,3.73,5.23,1.68,131.67,32.79,0.24,43.1,4.57,1.29,197.2,0.0,2.28,61.34,0.0,19.3,1.75,131.14,35.05,3.91,3.0,3.35,1.32,5.67,10.17,11.75,2.88,4.02,19.75,186.62,0.0,235.34,0.0,3.17,8.88,209.0,147.8,1.23,26.6,1.36,59.26,0.0,4.72,56.94,36.16,1.07,1.6,260.0,4.0,1.0,52.55,0.0,24.71,3.66,175.91,47.0,182.72,118.2,115.02,12.01,4.23,104.12,151.37,24.67,9.99,82.15,23.27,55.45,15.52,94.76,167.04,74.74,16.3,60.81,86.39,75.25,41.14,23.29,29.91,53.83,9.37,148.97,94.37,50.38,61.0,172.17,127.33,8.64,42.33,9.47,37.94,43.0,1.9,78.75,0.0,92.42,48.98,27.65,10.05,50.0,7.57,16.66,6.5,82.0,75.85,137.43,33.78,1.73,49.58,2.33,1.81,8.02,34.06,47.21,0.0,33.11,131.82,65.89,86.22,48.49,153.62,77.86,55.94,5.2,5.92,135.0,10.86,11.86,206.21,257.52,5.35,163.71,70.34,18.1,6.07,255.5,0.88,0.0,164.13,4.97,1.48,1.78,0.64,19.0,2.0,86.61,187.54,10.04,62.0,0.0,2.42,46.97,5.21,112.75,0.0,3.08,35.22,64.94,21.03,36.49,27.91,0.63,0.0,5.41
aasdh,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,91.98,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,144.0,0.0,0.0,23.0,5.0,0.0,3.93,79.0,11.0,0.0,0.0,12.0,54.0,0.0,9.0,0.0,36.99,2.0,31.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,0.0,35.99,8.0,0.0,0.0,0.0,73.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,230.0,0.0,17.0,55.0,34.0,143.0,2.0,11.0,0.0,0.0,5.0,6.0,0.0,12.0,15.0,50.0,1.0,4.0,14.0,0.0,41.35,0.0,29.0,36.0,9.0,0.0,10.0,16.0,20.0,140.0,0.0,6.0,24.0,6.0,1.0,0.0,31.0,7.0,0.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,135.0,11.0,21.0,0.0,0.0,5.0,0.0,13.0,0.0,36.0,0.0,0.0,0.0,0.0,95.97,0.0,0.0,0.0,14.05,5.0,0.0,8.95,4.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,31.0,0.0,9.0,0.0,0.0,26.0,22.0
aasdhppt,672.0,1.0,338.0,0.0,914.14,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,1.0,60.0,0.0,752.01,0.0,0.0,366.74,3.0,0.0,0.0,187.0,357.01,113.0,630.99,60.51,206.0,3.0,823.95,1.0,541.0,3.0,5.0,0.0,440.79,0.0,109.0,263.88,7.0,2.0,1025.84,0.0,333.0,624.0,165.0,112.56,590.0,16.0,58.0,593.0,420.13,19.0,550.0,1.0,2.0,355.0,624.95,191.0,276.0,948.42,2.0,17.0,3.0,14.0,83.0,1.0,313.0,275.0,440.0,3.0,25.0,629.0,70.0,8.0,3.0,19.0,3.0,36.0,13.0,70.0,26.0,234.0,486.04,27.0,336.0,61.0,351.92,48.99,283.0,161.19,225.98,294.0,290.98,350.0,181.91,339.01,17.0,23.0,178.0,65.89,55.0,243.0,108.0,52.5,251.0,254.86,550.07,187.89,137.0,174.0,0.0,201.0,170.0,74.0,307.0,355.0,49.0,204.0,81.0,3.0,365.0,195.0,88.0,259.0,180.0,3.0,116.0,371.0,207.0,0.0,3.0,196.0,34.0,44.0,27.0,97.0,191.0,81.0,100.0,100.0,196.0,9.0,44.0,336.0,0.0,456.0,553.0,40.01,227.21,0.0,0.0,240.02,552.85,417.89,422.0,198.0,135.86,1.0,25.43,115.0,220.0,109.0,590.52,199.0,218.0,3.0,446.0,1306.96,280.0,22.0,1.0,159.0,318.96,303.0,867.79,126.0,364.0,251.0,35.0,12.0,30.43,361.46,0.0,95.0,933.44
aass,11.77,480.92,775.09,11.48,67.93,189.79,4.15,7.66,22.06,89.35,668.1,7.89,636.16,723.65,22.92,35.42,291.4,169.24,820.9,67.03,199.69,0.0,57.18,20.08,53.86,757.55,530.26,361.04,171.64,465.11,163.83,59.58,65.75,0.0,247.8,11.22,584.06,212.43,204.96,52.51,295.01,171.02,277.55,62.07,218.61,31.81,104.93,112.63,76.41,221.45,81.49,27.12,71.45,282.37,39.0,397.0,95.16,34.7,268.01,489.29,46.79,82.91,337.59,41.34,168.93,38.9,3.03,304.69,245.69,17.3,82.12,73.35,618.54,278.72,389.66,367.1,9.77,174.87,20.93,732.59,542.71,161.77,226.14,46.88,100.17,98.53,424.28,237.1,26.59,427.71,295.71,500.51,170.64,522.47,651.95,372.64,339.8,248.53,45.87,374.18,77.27,506.66,496.97,127.47,240.5,197.54,15.63,233.39,699.05,138.63,116.72,205.74,527.72,202.61,43.82,104.75,30.84,269.41,148.53,57.56,497.96,358.05,319.34,222.75,421.86,195.53,41.79,80.53,58.94,13.53,471.2,797.15,939.05,672.58,57.5,9.3,13.58,439.04,42.06,9.27,764.27,308.02,36.03,524.36,1091.84,464.7,49.43,662.79,9.64,621.98,20.32,41.77,436.0,189.1,296.39,148.11,10.55,1164.05,493.99,335.13,697.89,413.77,172.42,529.64,339.5,248.22,380.03,131.2,30.76,216.21,561.31,12.16,22.91,12.12,392.67,301.57,109.21,270.07,335.18,535.62,316.51,11.08,131.48,492.34,374.25,3.37,144.79,517.87
aatf,63.0,0.0,0.0,62.0,0.0,184.99,0.0,3.0,0.0,21.0,0.0,0.0,330.92,607.0,0.0,653.9,27.0,123.0,202.0,25.0,0.0,6.0,17.0,0.0,11.0,0.0,31.0,125.0,0.0,0.0,12.0,59.01,158.94,0.0,82.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,46.0,394.0,141.0,183.0,17.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,2.0,0.0,190.0,13.0,0.0,2.0,30.0,0.0,61.0,32.0,0.0,0.0,20.0,1.0,234.0,0.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,0.0,217.0,75.0,40.0,108.0,51.0,83.0,89.0,78.0,60.0,13.0,507.89,11.0,13.0,0.0,58.0,0.0,0.0,138.0,71.35,38.0,0.0,22.0,0.0,56.0,14.0,51.0,83.0,0.0,96.0,16.0,66.99,190.0,15.0,0.0,0.0,24.0,158.99,42.0,19.0,8.0,15.97,170.99,81.0,1.0,136.99,3.0,0.0,89.0,0.0,131.0,3.0,18.0,0.0,13.0,0.0,1.0,29.0,0.0,49.0,140.0,89.0,183.99,2.0,0.0,104.0,0.0,0.0,157.0,1.0,0.0,121.0,71.0,1.0,68.0,0.0,0.0,20.0,84.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,4.0,0.0,52.0,245.0,189.0,72.0,97.0,0.0,0.0,70.0,0.0,39.0,160.0,210.0,2.0,124.0,0.0,68.0,0.0,33.0,136.0,60.0,70.0,41.0
aatk,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,673.48,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abca1,114.02,484.0,4.0,76.01,1525.67,52.0,2136.61,557.07,32.0,826.73,973.89,4.0,1926.43,622.09,561.94,812.09,238.79,630.21,603.0,658.0,1.0,261.0,755.0,36.0,244.0,533.0,4.0,806.49,1628.02,240.0,1569.46,778.83,31.0,1.0,8.0,1361.99,38.0,674.0,2238.37,261.0,1720.05,195.53,982.59,1635.02,294.0,16.0,2.0,0.0,202.0,38.0,206.69,124.93,0.0,887.0,1610.99,1621.16,175.0,0.0,366.02,1568.8,3514.82,102.0,875.0,1.0,662.0,1.0,1.0,59.0,864.03,1.0,356.0,493.0,804.0,847.0,1120.0,10.0,1123.52,202.37,4965.16,857.09,349.0,186.0,51.0,14.0,78.0,1281.01,356.0,676.0,31.0,554.0,365.0,1337.03,379.01,1302.73,637.0,855.84,665.01,844.83,462.0,85.0,294.0,273.0,4.0,118.0,625.41,1192.44,1215.0,304.0,391.0,2234.0,3767.11,684.17,1881.02,2.0,123.0,2.0,290.0,1244.35,0.0,1148.52,518.0,481.4,1.0,1034.0,640.0,1704.0,472.0,0.0,0.0,961.13,492.0,1340.74,580.0,897.0,509.0,504.0,916.28,328.0,0.0,1395.0,257.53,1123.0,342.94,103.0,416.0,880.99,575.0,460.0,303.0,392.96,411.0,30.0,76.01,1242.0,463.61,2297.66,1068.0,2112.02,1853.94,306.0,3084.32,3243.51,1578.0,169.0,455.66,1608.0,596.01,3037.47,1.0,1340.0,1286.56,3035.8,1596.81,1509.0,752.37,2178.05,768.46,0.0,1789.6,2.0,1480.76,2402.99,254.0,845.0,214.0,198.0,700.32,1459.61
