Gene1	Gene2	EdgeWeight
CRABP2	GPC3	5.973715815343893e-06
SALL2	CA2	5.9721123761846675e-06
SUPT16H	AES	5.968952791590709e-06
CTNNB1	EPHA4	5.961972874501952e-06
SMAD2	MCM5	5.961854640190722e-06
SRC	HLA-DRB1	5.961468104942469e-06
CXXC1	LTBP1	5.961303941148798e-06
HNRNPD	ENO1	5.9566882555373005e-06
HAND1	LMO3	5.9565199990174725e-06
RAX2	CCND1	5.956452241662191e-06
POU3F1	ELL2	5.953977961326018e-06
ZKSCAN1	HLA-DRB1	5.950814284005902e-06
DNMT3A	CBX3	5.9493663684406775e-06
POLR2F	SMAD2	5.94861330682761e-06
SNRPB	SOX4	5.947721547272523e-06
E2F7	RBBP4	5.945069915469502e-06
SRSF10	MRPL1	5.944316399109083e-06
RNF19A	SRSF6	5.939598395343638e-06
MCM6	PRKACB	5.938964932283852e-06
IFI16	UTP15	5.932909516559447e-06
HOPX	BNIP3	5.93054573982954e-06
ZNF160	CHEK2	5.929620783717837e-06
RBPJ	HLA-DQB1	5.92794958720333e-06
PBX1	IL6ST	5.924758170294807e-06
GSC	ZNF516	5.919892828387674e-06
ZNF764	PRDM14	5.918238002777798e-06
LMX1B	POLR1C	5.91801335758646e-06
FXR1	PTMA	5.917352154938271e-06
CRX	PLAGL1	5.9152807807549834e-06
SNRPD1	PLAGL1	5.912982942390954e-06
MECOM	SNRPB	5.912153028475586e-06
POLR2H	NR3C1	5.910186700930352e-06
TLR7	ID1	5.909150786465034e-06
ZBTB38	HLA-DQB1	5.9086564760946195e-06
CTNNB1	NUP54	5.906005753786302e-06
EGF	NFATC1	5.902434168092442e-06
TMF1	QPCT	5.899173174839233e-06
ZFHX3	DLGAP5	5.897183200431755e-06
PARN	FUS	5.894771675230004e-06
MLLT3	LRR1	5.8934310800395914e-06
ZFHX3	SUPT7L	5.886351118533638e-06
REL	PA2G4	5.886333838134305e-06
KHDRBS2	WNT5A	5.886251528863795e-06
GATA4	RBBP4	5.885608061362291e-06
POU2F2	BLM	5.885563041374552e-06
RBMX	ROR2	5.88067268836312e-06
TCF4	ILF2	5.877778221474728e-06
KLF6	PRDM14	5.873543159395923e-06
NR0B1	ZCCHC11	5.871122993994503e-06
WDR5	LUM	5.869502274435945e-06
FXR1	ENO1	5.868677362741438e-06
GATA6	POLR3G	5.868512289453065e-06
SPIB	BMP4	5.86813530389918e-06
CDCA7L	BHLHE40	5.8668924793892074e-06
NR3C1	MCM3	5.864651484444038e-06
RBM14	YPEL5	5.8630666899262005e-06
EEF1A1	PRICKLE1	5.862018042535056e-06
CHAF1A	GATA3	5.861879799340386e-06
LMX1B	CNBP	5.8597024690243416e-06
CBFA2T2	CNBP	5.859579232492251e-06
POLR2I	MLLT6	5.8574159993440836e-06
SMARCD1	XRN1	5.8564655773807325e-06
MCM6	SMARCD3	5.856200914422516e-06
ILF2	CUX1	5.855611561855768e-06
BHLHE40	ATRX	5.85500265515293e-06
EEF1A1	TIMP3	5.854797109350328e-06
APEX1	FUS	5.852640697412426e-06
PTMA	SNAPC3	5.850037723575952e-06
TAF1L	APOBEC3C	5.848937689734157e-06
CCND1	POLB	5.8463642744754915e-06
ZFHX3	CNTRL	5.845931809744798e-06
TAF1L	BAMBI	5.8425553106644665e-06
AFF4	PLK1	5.84172130402294e-06
HIF3A	PARP1	5.841464371769688e-06
LMX1B	SPP1	5.8410655583429624e-06
CRABP2	LIFR	5.840292942593805e-06
TRIP13	ENO1	5.840036919835256e-06
BMP2	PAWR	5.835942829435225e-06
SAP18	MLLT6	5.834176590724383e-06
ELL2	HDAC9	5.8338764574727975e-06
HLX	TFE3	5.832385340909242e-06
HNRNPD	SLA2	5.831566795677645e-06
SIX6	HAND1	5.831472208228662e-06
POLR1B	LIFR	5.826568212796701e-06
TEAD1	VAMP7	5.826419965160313e-06
NFE2L3	DCAF6	5.8260025070921975e-06
ID1	PLAGL1	5.825507741974434e-06
SMARCC1	QPCT	5.825448624818819e-06
HOXB2	AES	5.825165771966567e-06
ASB9	POU2AF1	5.8219884522259235e-06
SALL2	ROR2	5.821081686008257e-06
CEBPZ	HLA-DRB1	5.820896603836445e-06
BMP4	CTNNB1	5.8206633184454395e-06
PSIP1	ACTC1	5.819905254611513e-06
MCM2	TRAF6	5.815392796648666e-06
POLR2G	PDCD4	5.814219548483378e-06
SRSF10	SF1	5.811073151562596e-06
LMO2	UNC5D	5.810879429191118e-06
NFE2L3	MALT1	5.80855157750193e-06
RNF19A	CNTRL	5.804967713629594e-06
BTG2	PITX2	5.804748070659117e-06
YBX1	CEP290	5.80175446884823e-06
TCF4	MCM6	5.80152845941484e-06
NFKBIB	CDCA7L	5.800585768156452e-06
WWP1	PTMA	5.800537564937257e-06
EGF	PDCD11	5.8000955505121965e-06
RBM14	RBBP4	5.798887741548242e-06
SIX6	CYP26A1	5.798393431177829e-06
ELAVL2	BMP4	5.797140147478785e-06
RFXANK	APOBEC3C	5.7942270359490075e-06
KLF6	CDCA7L	5.79295146962977e-06
SATB1	ZFP42	5.792890988232102e-06
AFF1	TLE1	5.7893844314094176e-06
LMX1B	CDK6	5.787289865111234e-06
ASXL1	DSCC1	5.785249868495158e-06
NRIP1	TLE2	5.7846027630148456e-06
SATB1	YBX1	5.78340950596612e-06
KAT7	APC	5.781760137324453e-06
APBB2	BCL11A	5.781049367215019e-06
ETV4	SP100	5.780800165666733e-06
NCOA6	TFAP2A	5.7804572861641645e-06
CREB3L2	POLR2D	5.779909315606346e-06
FLI1	MAMLD1	5.77969558435143e-06
POLR2I	HOXB6	5.777550995844649e-06
SLA2	POLR2I	5.774774308520136e-06
RORB	ATRX	5.7713491514732596e-06
POLR2A	MAGI3	5.769680228695506e-06
BCL11B	NFE2L3	5.768330538558075e-06
ZNF471	RXRG	5.7671072681841915e-06
KHDRBS2	ZEB2	5.763493845734048e-06
BHLHE40	MCM3	5.763263743574497e-06
TCF4	PMAIP1	5.7621250562078785e-06
YBX1	FER	5.761878583143697e-06
ASXL1	NFE2L3	5.760059593740153e-06
MLLT6	CSDE1	5.7599222600401845e-06
MYBBP1A	DECR1	5.75700596527895e-06
SMAD2	ASXL1	5.755782694905065e-06
PATZ1	PRICKLE1	5.748916919401381e-06
NRIP1	PPARA	5.745578619098524e-06
ENO1	FOXH1	5.7451911743555675e-06
MYOCD	DNMT1	5.744453574152431e-06
EEF1A1	SPIB	5.7420106713834684e-06
MAPK10	POLR1B	5.739161224482814e-06
XRCC6	ZCCHC11	5.7383767853025355e-06
HIF3A	RXRG	5.738103936892003e-06
MYCN	MEIS1	5.73634315514937e-06
FXR1	ACTC1	5.733587386202999e-06
SOS2	POLR2A	5.733149464504095e-06
HAND1	ENO1	5.729802978748921e-06
TRIP11	SUPT7L	5.729199983761646e-06
TFE3	ENO1	5.727865755034145e-06
CNBP	NFKBIA	5.727566076529911e-06
ELAVL2	DCAF6	5.727548796130578e-06
RBM14	ITGA5	5.725992650695844e-06
BCL11A	AFF4	5.725657956645591e-06
H1F0	CENPK	5.7230563470511706e-06
MED14	STK3	5.7230377024097825e-06
SETBP1	FUS	5.7202819334634106e-06
MEF2D	MCM7	5.717969543184154e-06
ZNF587	MEX3C	5.7177858252543965e-06
TRAF6	SRSF2	5.715851784771076e-06
TP53	HOXB3	5.711407084163511e-06
LIMD1	PRIM1	5.710900495614624e-06
ZNF160	RUNX1	5.70633301322232e-06
ASXL1	PLAGL1	5.705981038772734e-06
GSC	CHEK2	5.702159342035884e-06
TRAF6	ERCC6L	5.701805548596894e-06
ISL1	LUM	5.701639565813822e-06
RBFOX2	RAD51	5.7006200222531325e-06
FOXK1	POLR1B	5.698034783563344e-06
POLR1B	HOXB6	5.696368589269696e-06
CCND1	MITF	5.69141502637649e-06
SMAD5	SOX2	5.690803391189548e-06
HOXB7	GINS2	5.6893572946137275e-06
ELL2	PDGFA	5.683497420250205e-06
ZNF764	UNC5D	5.677058197761652e-06
KHSRP	BUB1B	5.676113687513863e-06
NAA15	TGFB1I1	5.674534349964232e-06
TRIP13	RBBP4	5.6742837841738955e-06
PITX2	CIITA	5.6716530707490165e-06
POLR2G	ZCCHC11	5.6679391491343276e-06
SOX17	NUP35	5.664900982083053e-06
SPIB	TEX10	5.6640437833266324e-06
AES	MCM7	5.660844635713148e-06
SMAD5	DUSP10	5.65998971069348e-06
HAND2	HLA-DQB1	5.65925074624829e-06
HOPX	EOMES	5.656714620272396e-06
XRCC6	DUSP4	5.654897449858254e-06
CTNNB1	OAS1	5.648897968058009e-06
ZNF202	DNA2	5.6484182096028235e-06
PPARA	NUAK1	5.646347290166887e-06
NKX3-1	TGFB1I1	5.640603831125191e-06
RBFOX2	NUP35	5.638413767883321e-06
SOX4	BMPER	5.6343196774832904e-06
ID1	SP100	5.63128742214758e-06
APBB1	HOXB6	5.629404313367559e-06
PDCD11	HNRNPD	5.629188763123239e-06
E2F4	NFKBIA	5.629061888612341e-06
DACH1	SRSF6	5.627433438348817e-06
LMO2	EXO1	5.62680406801519e-06
ZNF160	CRABP2	5.626587153528817e-06
ZNF398	ABCA1	5.626171514450107e-06
MYOCD	DSCC1	5.624830919259694e-06
GATA3	EGR1	5.622898243018427e-06
NFKBIB	MEIS2	5.6217704695882276e-06
RNF19A	MCM4	5.6216144912468735e-06
DNMT1	GATA4	5.620339834422339e-06
POU2AF1	ZFP42	5.6202366067736875e-06
TGFB1I1	SOX2	5.6169201343436725e-06
SRSF10	RBM14	5.6163157751143444e-06
NFKBIB	ZEB2	5.614841484202771e-06
CDCA7L	MAMLD1	5.614273959508864e-06
ELL2	PROM1	5.613503162749112e-06
POLR2F	MYOCD	5.6119051805580975e-06
SOX4	EXO1	5.607514594885289e-06
CTNNB1	SRC	5.605133083008695e-06
EWSR1	BTG2	5.602253622782882e-06
RNF19A	PTMA	5.600877102551749e-06
SPIB	SALL2	5.6006501836236575e-06
PARP1	WNT5A	5.5984883147175415e-06
SOX3	ITGA5	5.597620656772051e-06
SIX6	ENO1	5.597572908300208e-06
TBX20	MCM3	5.594738922809484e-06
HESX1	IFI16	5.593471996689914e-06
RBFOX2	EPHA4	5.591456556430785e-06
NHLH2	TLR4	5.589814463746734e-06
MCM6	POU2AF1	5.588460226135794e-06
PLAGL1	SPIB	5.587926352745853e-06
ZFPM2	POLR3G	5.585148755926639e-06
SALL2	ANKRD1	5.584799964708509e-06
BCL11A	CBX3	5.583954589383212e-06
POLR2G	ILF3	5.583742222370347e-06
DNMT3B	ZNF764	5.581363893725212e-06
CXXC1	ZNF516	5.579549906542525e-06
SMARCD3	LRR1	5.5748810154909725e-06
SMAD2	FUS	5.574824626819464e-06
NFIA	GATA4	5.5738478295097585e-06
MAPK10	ALYREF	5.566797881328967e-06
TCF4	SEMA6A	5.560263616644079e-06
ISL1	SALL2	5.558696557272924e-06
EEF1A1	RNPS1	5.558650173043134e-06
CTNNB1	HAND1	5.555911684496095e-06
CTNNB1	LRR1	5.552061793423491e-06
BMP4	GTF2H2	5.551777121581836e-06
TGFB1	ZFP42	5.551050435315118e-06
EOMES	PBX1	5.547450200538152e-06
GRHL1	CER1	5.54386406292906e-06
LMO3	LIFR	5.542137841985095e-06
HMGA1	ZNF516	5.541616246773629e-06
DEK	CER1	5.540015536098508e-06
PTMA	POLB	5.538348887057509e-06
POLR2K	CCND1	5.536515800486086e-06
LDB2	MYCN	5.5361483646265705e-06
YBX1	ZNF160	5.53422978555318e-06
REL	SIX6	5.534023330255877e-06
HNRNPD	UNC5C	5.5333766795229175e-06
ZNF160	RUVBL1	5.531380793399876e-06
GATA2	NFKBIA	5.531354872800876e-06
MYOCD	DTL	5.530989710678114e-06
FUS	POLR1C	5.530901034944692e-06
SUPT16H	BTG2	5.530575435841457e-06
HOXB2	PLK2	5.528067049453966e-06
POLR1B	JUND	5.5266082199523225e-06
GSC	SNAPC4	5.526144832401768e-06
GSC	SALL2	5.525468623091001e-06
SUPT16H	POU2AF1	5.52415485799429e-06
NFIA	ZNF202	5.5204609452630385e-06
POLR2F	DACH1	5.517838417290477e-06
HOXB3	SALL2	5.516166311281268e-06
JUND	GTF2H2	5.511955350812059e-06
ATRX	CDH11	5.510636128747136e-06
PDCD11	ZNF764	5.510204573511147e-06
IFI16	APBB2	5.507207333721453e-06
SATB2	CNTRL	5.5045466069714175e-06
FOXF1	TRIM25	5.5041273299138985e-06
PDGFA	ZNF764	5.503374268300831e-06
CENPK	MAML3	5.500705356098479e-06
TCF7L1	VPS54	5.499458438862348e-06
SRSF1	ENO1	5.4992392506392215e-06
SUPT16H	IL6ST	5.4978413572825966e-06
DAXX	ID1	5.497035999724176e-06
NFE2L3	ROR2	5.49647893421934e-06
ANKRD1	CNTRL	5.4921110859140745e-06
HLX	MCM3	5.491044703376247e-06
HAND2	TRIP6	5.4903207455936345e-06
CTBP1	TTK	5.48883554074564e-06
MED16	IFI16	5.488734586833743e-06
PRDM1	CDH11	5.485135716298828e-06
PPARA	PMAIP1	5.484838311531348e-06
YAF2	DECR1	5.484493613039376e-06
NFATC1	MYOCD	5.479727406054735e-06
EEF1A1	UPF1	5.476863407238852e-06
MCM4	SOX17	5.476648311741883e-06
PDCD11	SALL2	5.4724164328945335e-06
LIN28A	SMAD2	5.4701772569387686e-06
POLR3E	MEPE	5.470022188092116e-06
RBBP4	BMPER	5.468774816108635e-06
TMF1	HDAC9	5.463759407575708e-06
DAB2	PSMD9	5.458260602608789e-06
TLR4	TFE3	5.4559914133278645e-06
SATB1	MCM3	5.4534079936274785e-06
SFPQ	SPP1	5.452644927572692e-06
ARID3A	TIPIN	5.451055130833993e-06
KHDRBS2	DUSP10	5.450280241348082e-06
TCF19	RUNX1	5.4494139476446435e-06
NFYB	YBX1	5.4485199143528015e-06
UPF1	SMAD2	5.444695034384495e-06
CENPK	ZNF587	5.4436550271930165e-06
XRCC6	ZNF471	5.441665052785538e-06
WDR5	MLLT6	5.439302185550332e-06
LIN28A	YAF2	5.4372289923776415e-06
TGFB1	NUP35	5.4367092161555775e-06
SOX17	TP53	5.435906132333912e-06
CITED2	CENPK	5.4351944527297755e-06
TLR7	RUVBL2	5.434618287836202e-06
STAT3	ASXL1	5.434505055745832e-06
HOXB6	E2F3	5.433234946394805e-06
ARID4B	GATA4	5.432571924757212e-06
SRSF2	NFKBIA	5.4314664339472066e-06
JUND	UNC5C	5.430720648291754e-06
LMO3	BMP2	5.429237262433162e-06
CIITA	ESRP1	5.428210897662211e-06
SMAD2	WDR5	5.427125415735645e-06
NCOA6	WNT5A	5.423103630164405e-06
STAT3	NONO	5.422788490250241e-06
AES	TLE3	5.420242814579979e-06
CEBPZ	ZNF160	5.414337465481367e-06
POLR1B	YAF2	5.4138913583301465e-06
SOX5	WDR12	5.4130127864482355e-06
AES	HIF1A	5.4128731790115125e-06
HNRNPD	SPIB	5.410511221271008e-06
LMX1B	GATAD2A	5.410311132436618e-06
BMP2	SOX3	5.410079666035017e-06
MEIS2	POU5F1	5.4098413784231525e-06
NFYB	LIFR	5.4097095016913946e-06
MAFG	TTK	5.408568995335372e-06
RUNX1	DAB2	5.4074866966402615e-06
MYOCD	KHDRBS2	5.4035203902458315e-06
PRDM14	SNAPC3	5.401780072133988e-06
BMPR1A	PENK	5.3996996030036826e-06
ZEB2	PHC1	5.3995645430404684e-06
KHDRBS2	CENPK	5.397770109993871e-06
GATA2	DNMT3A	5.3966550694894985e-06
CEBPZ	BMP4	5.3961548474035234e-06
PRDM1	BMPER	5.394333129515871e-06
TCF7L1	ESCO2	5.393899300543126e-06
ARID3A	TJP2	5.391703780333046e-06
NFKBIA	PA2G4	5.385081294662086e-06
YAF2	ODC1	5.380027687351685e-06
BMP2	BCL11A	5.376854915084549e-06
POLR2H	WWTR1	5.376710305426968e-06
EGR1	CEP55	5.375743512558984e-06
SOX2	DCAF6	5.374524334911257e-06
SUPT16H	LIN28A	5.3733215281681615e-06
HOXB2	POU2F2	5.371921361074783e-06
ENO1	SMAD6	5.371496172301704e-06
PRDM1	DNMT3B	5.36163952347124e-06
MEIS2	POU2AF1	5.3598710110236425e-06
APBB2	GATA6	5.358402177080278e-06
LIMD1	PSMD9	5.357139343686868e-06
ASB4	WWTR1	5.3554413170786574e-06
MAFF	PRSS23	5.351226718630642e-06
HESX1	ALYREF	5.349967977963388e-06
STAT3	PDGFRA	5.343924840417459e-06
U2AF1	BLM	5.343606062524486e-06
EHMT2	WNT5A	5.342109034245368e-06
IFI16	ALYREF	5.3403814490593496e-06
CHAF1A	CDH11	5.337778929970227e-06
DACH1	DNA2	5.337271886673989e-06
CNTRL	MYOCD	5.333851277100621e-06
GTF3C4	FXR1	5.333170975063695e-06
BCL11B	QPCT	5.324769063008716e-06
EEF1A1	MCM3	5.319428964867257e-06
SRSF2	PLK2	5.311365839588689e-06
TBX3	MAPK10	5.3105572987988126e-06
SAP18	SRC	5.31039677298395e-06
ETV1	FOXF1	5.3084190767549436e-06
HNRNPK	SPIB	5.3043768275529155e-06
PRDM1	CDCA7L	5.301827968651196e-06
MAML3	WDHD1	5.300033535604598e-06
PA2G4	RNF19A	5.299262738844845e-06
HCFC1	RBBP4	5.2971558943681885e-06
PSIP1	ROR2	5.295742084854282e-06
HNRNPD	DCAF6	5.295398295857012e-06
PBX1	LIMD1	5.2945010793337124e-06
RNF19A	TFE3	5.292808054946363e-06
ZNF202	PLAGL1	5.292454261507373e-06
POLR1A	YPEL5	5.291794423101237e-06
HAND2	NR3C1	5.28782038600184e-06
STAT3	PLAGL1	5.286716714181239e-06
YAF2	NPM1	5.2866198529955e-06
ZEB2	SOX5	5.282920483296039e-06
REL	RUVBL1	5.282230631564744e-06
POLR2F	POLR2D	5.2821796998614445e-06
CCND1	FZD5	5.280961886455771e-06
SMARCD1	KIF15	5.279355264065089e-06
ZEB1	CNBP	5.2752188821614254e-06
ENO1	PAWR	5.27472366229631e-06
TEAD4	SOX4	5.27358452018234e-06
SMAD2	POLR2H	5.2725895329786e-06
HLX	NFATC3	5.2722302825714004e-06
FXR1	GTF3C4	5.2715740821440696e-06
LIMD1	MEIS2	5.2711002354044476e-06
MAFF	ITGA6	5.270022029435495e-06
EGF	ALYREF	5.266179414320504e-06
RBPJ	ENO1	5.264490027911961e-06
NFATC3	NCOA6	5.264131232252112e-06
BCL11A	DUSP4	5.262943886918947e-06
GATA2	ARFGAP3	5.262480499368394e-06
KLF6	CSDE1	5.262114882498281e-06
NFKBIA	GATA2	5.260763373371447e-06
NHLH2	GATA2	5.260515990812564e-06
RBBP4	WDHD1	5.254950337985065e-06
TBX3	FLI1	5.2486352615233045e-06
SNAI2	TLE1	5.248450179351494e-06
TLE3	RNF19A	5.245914962870302e-06
RNF14	APOBEC3C	5.244174644758458e-06
SUPT16H	LDB2	5.2412738114071544e-06
KLF6	ESRRG	5.239498023001943e-06
SUPT16H	ZIC3	5.238450739852851e-06
NRIP1	POLR2H	5.238159701548283e-06
NFATC1	APC	5.236718152445974e-06
BMP4	POLR2I	5.232575858826749e-06
ZEB2	HIF3A	5.231626346358098e-06
GTF2H2	KHSRP	5.229991529631661e-06
NFYB	SPP1	5.229760972724762e-06
CEBPZ	MAMLD1	5.226603661867557e-06
ARID3A	POLR1C	5.223027073952835e-06
POLR2D	EPHA4	5.221438186708838e-06
PA2G4	BNIP3	5.219139438850107e-06
SMAD2	TBX3	5.217486886976985e-06
ARID3A	BCL11A	5.217251782596577e-06
AFF4	RNF138	5.216790668782778e-06
RBFOX2	ENO1	5.214447810431011e-06
GRHL1	SNAI2	5.212782070884714e-06
ZFPM2	MCM3	5.2085661081946455e-06
NRIP1	PDGFA	5.208049515204039e-06
SUPT16H	VAMP7	5.206493369769305e-06
CCND1	APC	5.2057221182622015e-06
POLR1A	FXR1	5.20531602887786e-06
SFPQ	EEF1A1	5.2048289944650605e-06
RBFOX2	FOXF1	5.20473122378462e-06
EGF	E2F3	5.204539320402546e-06
MDM4	NUP54	5.204351054999279e-06
PURA	HLA-DRB1	5.2013733693456734e-06
MCM6	ASXL1	5.200263785809511e-06
REL	GPC3	5.198566213948652e-06
NFIC	ITGA6	5.198494363867212e-06
TEAD1	CNTRL	5.196553502173629e-06
EGF	SPP1	5.192322987568332e-06
NFIB	RUVBL2	5.1892689043597775e-06
ETV1	UBTF	5.187529040995287e-06
SIRT1	ESRP1	5.182640052225906e-06
CSDE1	HIF3A	5.1801284826069605e-06
LIN28A	HAND1	5.179390427656472e-06
SOX13	YPEL5	5.178643732506316e-06
DEK	NFATC3	5.1777810767816845e-06
TLE1	TTN	5.1759020607278225e-06
CSDE1	RNF19A	5.175010755920083e-06
CRX	PRMT6	5.1739993978117135e-06
SOX13	SNAI2	5.167376002646051e-06
BMP4	POLR1C	5.163981768419036e-06
CENPK	HOXB3	5.163386958884075e-06
SOS2	POLR1A	5.160505224921508e-06
HNRNPD	PRDM14	5.158717158337822e-06
EZH2	BMP4	5.157187842996791e-06
HAND1	PGR	5.155373855814105e-06
SATB1	UHRF1	5.154639893589773e-06
GRHL2	BAMBI	5.1524793889257126e-06
RNF19A	ZNF202	5.1522147259674975e-06
CEBPZ	HIF3A	5.150912329554558e-06
ZNF587	PLK2	5.150257948116632e-06
FXR1	CUX1	5.1501524467312265e-06
POU2AF1	POLR2H	5.14636303705629e-06
RNF14	ZNF764	5.145476734469412e-06
UHRF1	ZNF589	5.1451661420287564e-06
TLE3	E2F4	5.145104751136387e-06
SALL3	FOXK1	5.144647275301395e-06
OTX2	TGFB1I1	5.143907401361503e-06
POLR2F	SHOX2	5.141899691807339e-06
SOS2	ATRX	5.141879228176549e-06
ZNF398	DAB2	5.141346719028661e-06
PITX2	SRSF10	5.140152097737882e-06
ZNF219	EPHA4	5.138479082233971e-06
DAXX	SMARCD3	5.138430879014777e-06
SOX4	HLA-DQB1	5.137642801855692e-06
ZEB2	POU2AF1	5.137170774105471e-06
NFYB	DNMT3A	5.13675513502676e-06
SPIB	ENO1	5.13588292960776e-06
ZEB2	ZNF219	5.132677415531362e-06
FOXK1	KAT7	5.131310899741948e-06
HLX	EEF1A1	5.1305169108673e-06
TEAD1	SOX2	5.129158125782851e-06
TFDP1	TCF7L1	5.128812972543528e-06
POLR1A	FBN1	5.128549219080014e-06
BHLHE40	TTK	5.127987151354319e-06
SF1	APOBEC3C	5.126257747178897e-06
AR	TFE3	5.125466486788356e-06
POLR1C	TP53INP1	5.124770723341498e-06
NR2C1	HAND2	5.123654773342423e-06
SETBP1	HLA-DRB1	5.1230008466518476e-06
GSC	NCOA6	5.122310085425852e-06
NONO	CBFA2T2	5.12209362568683e-06
TRIM33	KIF15	5.122017682879232e-06
ZIC3	TADA1	5.119678917253623e-06
SHOX2	SAP18	5.118295121064875e-06
HAND2	WWP1	5.117808541399427e-06
TRIP11	SPP1	5.116957709105918e-06
FUS	CHEK2	5.116203737998149e-06
ZKSCAN1	SAP18	5.11431153427111e-06
CIITA	TIPIN	5.1137958507752054e-06
SRSF6	LIMD1	5.113313363835914e-06
SOX17	CCNB2	5.112948201713151e-06
IRF1	NFATC1	5.112879534863168e-06
SOX4	UBTF	5.1120500756951515e-06
TP53	PLAU	5.110050551593304e-06
ZNF398	PRICKLE1	5.108394361741375e-06
NKX3-1	ID1	5.1071833695459645e-06
CIITA	TADA1	5.107116066938033e-06
BCLAF1	MITF	5.1058573262707804e-06
ALYREF	SOX5	5.104786396259442e-06
FLI1	MCM5	5.104210231365868e-06
NFATC3	SOX17	5.103509920445504e-06
ASH2L	SPIB	5.100367616250878e-06
ENO1	FOXK1	5.100177986605559e-06
FLI1	MDM4	5.099775989947375e-06
MYBBP1A	PDCD4	5.097942448628601e-06
ZNF764	TIPIN	5.093872914585518e-06
ENO1	FXR1	5.090361810289323e-06
MYBL2	NFIB	5.0895314416266055e-06
RNF19A	CDC20	5.0886510507552885e-06
ZFHX3	MCM6	5.088380476081511e-06
SATB1	MYBL2	5.08689208800206e-06
ZNF219	ZFP42	5.085564680484822e-06
U2AF1	PITX2	5.082819825474871e-06
APEX1	HIF3A	5.082499228592496e-06
DNMT1	HOXB4	5.081134986539837e-06
ASXL1	MEX3C	5.080111350252992e-06
ASH2L	BAMBI	5.079552920506103e-06
PITX2	TRIP11	5.079373295302503e-06
POLR1A	MAPK10	5.078765752841719e-06
CIITA	RXRG	5.078251888335217e-06
MSX1	HDAC9	5.076849902252434e-06
TRIM25	ZNF516	5.076728939457098e-06
NRIP1	NDC80	5.074643922853284e-06
NFE2L3	MLLT3	5.069484814157477e-06
FOXF1	H1F0	5.0693288358161234e-06
MCM3	BHLHE40	5.069324288342614e-06
TRIM25	GCA	5.066031462774845e-06
UPF1	KLF6	5.0645789997361135e-06
RBFOX2	RBBP8	5.063252956460929e-06
SMAD2	HAND1	5.0599683163454765e-06
CCND1	BNIP3	5.059844170318684e-06
PDCD11	MED14	5.056364898337051e-06
ZFPM2	BMPER	5.0552098400658e-06
POLR2D	ABCA1	5.053641871199943e-06
HCFC1	NFIA	5.0516409828560435e-06
RUVBL1	VIM	5.050425897934473e-06
TGFB1I1	SFPQ	5.0500557335908525e-06
EHMT2	CA2	5.048806542617967e-06
ZFHX3	ETV4	5.0468997869757e-06
MAFF	MEPE	5.043628789280774e-06
EHMT2	CTNNB1	5.038860308559379e-06
XRCC5	ZKSCAN1	5.038688868808094e-06
NFATC1	ZKSCAN1	5.033527486375533e-06
LEF1	DECR1	5.032592980569461e-06
ZNF587	ANKRD1	5.0282624215469696e-06
HIF3A	CNBP	5.0256194299436174e-06
ZNF160	RARG	5.025453447160544e-06
ARID3A	KAT7	5.0238204494235114e-06
ZNF160	SRSF3	5.0162111620011265e-06
SNAI1	POU2AF1	5.0116236707253856e-06
ZNF219	WWP1	5.010865152144106e-06
FOXH1	LTBP1	5.0083040150639135e-06
NFIA	CER1	5.0082244342775076e-06
ZNF585B	OAS1	5.0081521294487175e-06
DNMT1	ZIC3	5.007774234400131e-06
RBPJ	SNAPC3	5.007093477615854e-06
BTG2	OAS1	5.0066814765159515e-06
STAT3	SP100	5.006516403227579e-06
CHAF1A	ZNF516	5.0048629418597565e-06
KAT7	ZNF521	5.004559170629364e-06
PURA	SH3RF1	5.001551926397951e-06
HOXB2	TJP2	5.000395958631999e-06
ENO1	DKK1	4.996012648916803e-06
POLR2H	SMAD5	4.9954596761381245e-06
ASXL1	PDGFA	4.995432391297072e-06
ZNF585B	CEP55	4.994813025405165e-06
XRCC6	HNRNPD	4.994344635633752e-06
ZNF160	GATA2	4.991409696231131e-06
WDR5	RNF19A	4.990684374206467e-06
RBPJ	ETV4	4.988600721844705e-06
TRIP6	MYOCD	4.988345153833507e-06
EZH2	TLE3	4.98462759424001e-06
SMAD2	CCNE2	4.9825052883534235e-06
POLR1B	H1F0	4.981060556019656e-06
ZNF764	CBX3	4.978093784302473e-06
NR0B1	MBIP	4.977331172995037e-06
MCM4	NFATC1	4.9772829697758425e-06
CHAF1A	OAS1	4.974597686668858e-06
MCM3	IL6ST	4.971829639544012e-06
DNMT3A	UTP18	4.971247562934877e-06
FLI1	PRMT6	4.970185273123208e-06
STAT3	ZNF521	4.968317171005765e-06
HOXB7	ENO1	4.96478014611057e-06
EGF	TP53	4.9615382522461005e-06
TWIST1	IRF1	4.95477161166491e-06
MEF2D	DACH1	4.9532663979334765e-06
HCFC1	LUM	4.952496965415776e-06
XRCC6	BMPER	4.951954906573518e-06
CRX	SHOX2	4.949617050442612e-06
NFIA	ZNF764	4.947830348100979e-06
DNAJC2	SNAPC3	4.946044100506697e-06
AFF4	DNMT3A	4.94324467581464e-06
BCL11A	TLE2	4.937584435538156e-06
SOX17	PROM1	4.935797278449172e-06
RUVBL2	CBX3	4.9344225772074415e-06
GSC	DSCC1	4.9278246478934315e-06
NR0B1	POU5F1	4.927525878883898e-06
