gene,LPS_6h_S73,LPS_4h_S67,LPS_1h_S79,LPS_4h_S61,LPS_6h_S91,LPS_1h_S46,LPS_2h_S77,LPS_1h_S95,LPS_6h_S56,LPS_4h_S47,LPS_2h_S70,LPS_1h_S4,LPS_4h_S79,LPS_6h_S67,LPS_6h_S60,LPS_6h_S46,LPS_1h_S65,LPS_2h_S43,LPS_4h_S31,LPS_6h_S83,LPS_1h_S57,LPS_2h_S31,LPS_4h_S84,LPS_2h_S10,LPS_4h_S93,LPS_2h_S68,LPS_6h_S19,LPS_2h_S79,LPS_6h_S72,LPS_6h_S69,LPS_2h_S67,LPS_6h_S78,LPS_1h_S81,LPS_4h_S91,LPS_2h_S50,LPS_4h_S11,LPS_2h_S3,LPS_6h_S54,LPS_1h_S84,LPS_2h_S61,LPS_6h_S47,LPS_4h_S44,LPS_6h_S79,LPS_4h_S12,LPS_6h_S52,LPS_4h_S8,LPS_6h_S36,LPS_2h_S36,LPS_4h_S39,LPS_2h_S30,LPS_4h_S88,LPS_2h_S74,LPS_6h_S32,LPS_1h_S69,LPS_6h_S82,LPS_1h_S68,LPS_6h_S33,LPS_6h_S31,LPS_1h_S54,LPS_6h_S92,LPS_2h_S96,LPS_4h_S90,LPS_2h_S55,LPS_2h_S47,LPS_2h_S90,LPS_4h_S15,LPS_2h_S24,LPS_2h_S48,LPS_2h_S20
H2-AA,6.63336931437374,4.36731413027442,7.04654730047484,0.374187666768155,0.0819325204475521,0.255277267705177,2.89920677004835,4.3964153322728,4.6335221987816295,4.32218013681646,3.39371284844406,0.0978576493925818,3.71778600192646,1.93717505659109,3.10976089823836,0.0763661198435218,0.919108415292454,0.0,3.19386238137694,5.679622399293,6.3250103777743805,2.16713920281228,2.30859072961093,4.90702061150978,3.09445294395681,2.23120333712171,2.09484124783331,0.303602426095197,0.157052322125625,2.11478492551957,3.85160694454698,1.71991677432186,2.3417429715212004,2.2326945247867003,3.3494978083469302,1.88093998325957,3.26448710525244,4.23174737179102,6.33151513131021,2.4510495121182503,0.0,1.44322616854304,0.161138070654719,1.62599312276629,0.616572560660941,1.2728955448109198,0.372351338867007,0.0,0.0,0.6194881784022621,0.191889127251408,0.7867498761730028,0.3770028486204699,1.3976154940204495,0.406120989769125,1.0306511524408,4.87397411455775,0.0335438783538652,0.0153479415378933,0.108731779342778,0.3394594111129529,0.309884871667749,0.0501018152808099,0.0,0.0415708946149088,0.0407716787101668,0.0436261991382562,0.0423418494445824,0.0054790628727569
TBCB,0.0,0.0,0.0,5.370001,0.0,0.0,1.127734,0.0,0.0,0.0,0.0,0.01138963,0.3272282,0.0,0.0,1.470422,0.2610403,0.0,0.0,0.0,2.344982,0.0,0.1089624,0.0,0.1184749,0.0,0.4542032999999999,0.0,0.0,0.1428166,0.0,0.0,0.2478632,0.0,0.0434099,0.0,0.0,0.0,0.0,0.5361951,0.0,0.0,0.0,0.03391378,0.0,0.03496611,0.0,0.0,0.0,0.0,0.05944112,0.0,0.1074086,0.0,0.0,0.0175164,0.0,0.0,0.0,0.01273517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPAG7,0.0,0.0,0.0,0.0,0.0,0.604801,0.006619459,0.0,0.0,0.0,0.1287482999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.191832,0.0,0.0065555569999999,0.0,0.04000678,0.1130938,0.0,0.0,0.0,0.0,5.413176,0.0,0.2825474,0.0,0.0,0.0,0.0,0.0,0.04181741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02082578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBRM1,0.04340546,0.0,0.737055,0.0,0.0,0.0,0.02529915,0.0,0.0,0.1227162,0.0,0.0,0.1039327,0.1418747,0.0,0.0,0.08040982,0.0,0.0,0.0,0.0,0.0,0.4163426999999999,0.0,0.03565424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01247257,0.0608959,0.005156501,0.04223478,0.0,0.0,0.0,0.04591704,0.0,0.0,0.03136599,0.05778974,0.0050847999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001428336
BC056474,0.2108992999999999,0.0,0.0,0.0,0.0,1.238951,2.428751,0.0,0.01492519,8.111627,0.0,3.173893,0.5540826,0.0,1.61124,0.0,0.0,0.0,1.182662,0.0,0.0,0.0,0.0,0.0,0.288304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452465,0.1348483999999999,0.0,0.0,0.0,0.0,0.0,0.2471377,0.0,0.08717581,0.0,0.1485452,0.1684833999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.10469,0.0,0.0,0.0,2.359984,0.0,0.0,0.0,0.0,0.0,3.294154,0.0,0.02216931,0.0,0.0,0.0
TUBB6,0.0,0.0,2.48856898627056,0.0928009684838967,0.0,0.0,0.0,0.989563706257433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083067824031235,0.0,0.0,0.351702249065234,0.0,0.0797684469254175,0.111255164620374,0.0,4.410881452353291,0.0,0.170944784059604,0.0,0.0,0.1688050959615259,0.0,0.0,0.0,0.0,0.117518661035597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303761985530445,0.0,0.0,0.0,0.0,0.0,0.0
LSP1,5.38264,2.094552,4.242325,0.07905476,0.4384747999999999,0.0,0.0,2.257727,0.007192325,2.531944,2.65174,3.221046,1.9893,0.06735484,1.955611,0.1142724,0.0,0.2604898,1.915074,0.03146621,1.433194,0.4950521,1.241332,0.06709347,1.597679,2.285663,0.0,0.0,0.04157328,0.3326886,0.0,0.2524849,0.2111357,0.0,0.4662819,0.8089189,1.666395,0.0,0.9442416,0.0,0.0,0.4135555999999999,0.0,0.2354996,0.09540588,0.3959519,0.07889303,0.08880926,0.0,0.4948048,0.1890586,0.08929585,0.2836734,0.1330684,0.1543937,0.167493,0.0,0.0,0.0,0.3033694,0.03792277,0.04342859,0.03842138,0.0,0.03145795,0.01014152,0.03107929,0.0,0.0
1810046J19RIK,0.0,0.0,0.0,0.0,0.3331712999999999,2.137311,0.0,0.0,4.1849110000000005,0.0,0.0,0.0,0.4949206,0.0,2.270346,0.0,0.4038302,2.943076,0.0,0.0,0.0,0.0,0.1738434999999999,0.0,0.3516223,0.0,0.0,0.2308507,0.0,0.0,0.2401401,0.4554739,0.1392062,0.0,0.0,0.06462357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411446,0.0,0.0,0.03341541,0.0,0.0,0.02863386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193688,0.0,0.0,0.0
CTSD,0.0084406769999999,2.176831,2.204296,6.177544,4.5184940000000005,3.109203,3.619669,4.338262,0.05439327,0.7801467,1.808188,4.344589,0.8107831999999999,0.3821422,3.697744,3.431754,3.446367,4.374605,2.7918380000000003,3.34866,2.511059,2.224634,1.60388,0.02410227,0.7292668000000001,2.052464,1.763877,0.2487021,0.05846106,7.711185,1.038987,1.5310290000000002,0.8320864,0.9408776,1.6608459999999998,0.263465,2.208271,0.2358953,0.8549258,0.6129507,0.0,0.1472511,2.280236,2.083583,0.4896777,0.2043372,1.126078,0.2368139,1.672826,0.6588685999999999,0.2650044,0.1148178,0.01623796,0.1293372,0.3543760999999999,0.4192095,0.03112912,0.0,0.004155954,0.03738482,0.1052691,0.0,0.02731706,0.0,0.02244888,0.0071950469999999,0.04393026,0.005803109,0.002961601
CXXC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4233738680807689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078911743786507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2G,0.0098956861396852,2.13379149369149,2.4276695162063904,0.0,0.0,0.0,0.0,0.0,0.0,0.870605690662885,0.168154297686704,0.339536663449455,0.76235654403915,0.0,1.3809160011215902,0.0,0.348639758157899,0.0,0.590748837306182,0.0,0.0,0.0,0.444569910510569,0.0,0.5548165116258571,0.0,0.0,0.0,0.0,0.0,0.0,0.3940471252284729,0.0,0.0,0.0,0.256206436090047,1.66226954610351,0.0,0.0,0.0,0.2489477608127449,0.1364672838175819,0.0,0.0465651720009182,0.0,0.160560387264096,0.0,0.0,2.63725998495761,0.0,0.0,0.0,0.0,0.110104430415706,0.0,0.0240856422754589,0.0,0.0,0.0,0.0,0.0314446986600926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF5A,0.0,0.5046077,3.695773,0.2159438,1.437365,2.9055470000000003,2.058897,1.293722,0.02459406,1.196694,0.2652315,1.144988,0.3031085,0.07700862,1.035778,3.056682,0.3990999,0.1549212,0.7442785,0.0,1.565982,2.899613,0.3194143,0.03879143,0.2446901,0.325896,0.4208331,0.0,2.165449,0.0,3.05728,0.0,1.518686,1.27593,0.0,0.2846621,0.0,0.0,0.6670355,0.828894,0.0,0.0,0.0,0.08418911,0.3558648,0.08280879,0.1746489,0.05730168,0.0,0.0,0.0,0.0,0.02658586,0.1151421,0.0,0.03195389,0.03231963,0.0,0.0,0.0,0.01984405,0.04453674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIP,0.0,0.0,0.0,0.0,0.0,0.0326011559796302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0599765782964838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0525287089255111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107826289225755,0.0,0.0,0.698285653924418,0.0,0.0,0.0,0.0,0.0309878166328663,0.0,0.0477278469759246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF4,0.1071223999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01038961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009397094,0.0,0.009865114,0.0,0.0,0.0,0.0,0.0,0.03552134,0.0,0.0,0.0,0.0,0.03164874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004416983,0.006661052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063020119999999,0.004651166,0.002940269,0.0,0.0,0.0
POLR2K,3.638872,0.0,0.0,0.0935352,0.0,0.09233938,0.0,2.36968,0.0,0.0,0.0,0.0,0.0,0.0,2.057377,0.0,0.6019661999999999,2.220939,3.933124,0.01660072,0.0,0.0,0.0,0.0,0.1492157,0.0,0.0,0.3562017,0.0,0.0,0.6559887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFE2L2,0.3229538,2.368213,1.259937,1.777771,0.0,1.849796,1.574077,0.0,0.4890260999999999,1.881707,3.468784,0.02061333,1.946045,4.1478410000000006,0.0,0.7831479,1.616424,0.03877964,2.040439,0.1594539999999999,0.0,2.578226,0.9875566,0.01882517,1.081318,0.1666295,0.2255304,0.0,0.09011651,0.06748099,0.0729687,0.1441626,0.0,0.0,0.4817888,0.9211547,0.7735228,0.5202437,0.3948473,1.029081,0.0,0.5433472,0.1353599,0.1714172999999999,0.5363989,0.3362341,0.08687418,0.0,0.0,0.0,0.5964505999999999,0.0,0.0,0.0,0.07695614,0.0161815,0.0,0.0,0.06039455,0.07467089,0.005361784,0.04803528,0.0,0.0,0.0,0.01678446,0.0,0.0,0.0
ANXA3,0.01031343,0.0,2.5253650000000003,0.06705591,2.807912,0.3669139999999999,0.0,3.06003,0.0060769959999999,0.5269015,2.619463,1.451358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.262988,0.2345239,0.0,0.0,0.04420359,0.0,0.0,0.0,0.0,0.2934862,0.0,0.0,0.0,0.0,0.0,0.05643236,0.0,0.08540836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07701837,2.670786,0.0,0.0,0.02985961,0.01960949,0.7593033,0.0,0.733881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02689597,0.0,0.0
ATPIF1,2.739631,1.961996,3.92051,3.014654,3.473355,3.914888,3.67214,2.467198,0.0,1.469884,3.4719839999999995,4.333397,1.692068,0.0,0.0,1.383018,3.200446,3.24645,1.390341,2.97817,0.0,1.811213,0.3008368,4.707822,0.4603732,1.849877,3.293899,0.2103997,3.580956,0.6921808,0.2194266,0.4181399,6.076907,0.0,0.0,0.8727872999999999,0.0,2.816195,0.0,0.0,0.2652977,0.5625629,0.0,0.1214013999999999,0.0,0.3847085,0.1348977,2.5939490000000003,0.0,0.0,0.0,2.593623,0.0,0.3987171,0.0,0.0,2.548922,0.0,0.0,0.01877582,0.03360006,0.0,0.0,0.0,0.0,0.03497911,0.0,0.0,0.0
M6PR,0.06807896,1.938051,0.8313743,0.4088103,1.286195,0.0,0.0,0.8185551,0.0,2.834943,0.06530017,0.06789628,2.0620580000000004,0.121241,0.0,0.07072762,0.3852522,0.0,1.548604,0.003236803,1.018506,0.2404768999999999,0.8418399999999999,1.383542,1.43746,0.04834945,0.4620072,0.0,0.02566631,0.07502217,0.0,0.1597734999999999,0.04579828,1.376275,0.0,0.8164626,0.0,0.03139887,0.0,0.3008926,0.3552528,0.5005957999999999,0.0770118,0.134628,0.1378865,0.2439654,0.09642456,0.0,0.0,0.0,0.0618816,0.01874405,0.0,0.0,0.1263523,0.02694622,0.0,0.0,0.0,0.01308106,0.01783781,0.02693217,0.02375371,0.01338302,0.0,0.187741,0.01925518,0.0,0.0
STRA13,0.0,0.0,0.0,4.865065,0.2704667,0.6644819000000001,0.0,2.006739,3.173697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.549651,0.5677914000000001,0.0,2.357976,0.0,0.2105014999999999,4.059566,0.4073984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06663431,0.0,0.0,0.0,0.09799758,0.1207579999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRP19,2.10125421692433,1.80635676300859,0.0,0.185758619046948,0.0849058290718443,2.45635770645685,0.0,0.0,0.0,1.13878503574989,3.20188950277065,0.0,1.4808171900781295,0.1768950406046349,0.0,0.0,0.295051611751273,0.0,0.8832296701682,0.017192168670082,0.0,0.0439608185774512,0.124070999088316,0.0459016805062979,0.712510880404837,0.5366251285660211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299762791319866,0.0,0.0,0.0,0.0,0.0,0.258852507251554,0.0,0.0,0.0,0.0472738040279322,0.0,0.0,0.0,0.7329289575017809,0.0,0.048819606415212,0.0,0.0280481335801112,0.0941067412704241,0.0238510205400263,0.0,0.0,0.0,0.0173718233570422,0.0156556077022847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTS1,0.0,0.0,1.639953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.408499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02385102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA8,4.106194,2.746835,3.986932,2.341844,3.553888,3.987432,2.742538,3.305978,0.009569101,2.7514220000000003,0.3431583,4.0530800000000005,2.3769720000000003,4.069599,3.104142,3.3116,4.947213,2.680985,2.120026,3.623915,3.104732,2.832136,1.132686,4.231022,1.626669,1.820665,1.019431,1.105833,0.02788426,0.7939086999999999,0.1707445,0.3274054999999999,0.766696,0.9013863,0.2903374,1.161971,0.8777526,1.679153,1.689447,0.0,1.38671,0.9923581,0.3766045,0.1504020999999999,0.2773663,0.6360406,0.4491832,0.5814135,1.614816,0.3484297,0.0671006,0.08946447,0.324509,0.05635991,0.09265899,0.3171143,0.01131823,0.0,0.009246582,0.03529877,0.07266795,0.02924119,0.0,0.0,0.0,0.0327333,0.0,0.0,0.002795664
GNGT2,2.230621,1.062332,0.0,0.1052612,4.126091000000001,2.329682,0.02903608,0.0,0.0,0.0,0.0,2.030492,0.0,0.0,0.0,1.590118,0.0,0.0,0.0,1.847212,0.0,0.0,0.08291858,0.0,0.1302541,0.0,0.0,0.0,0.0,0.0,0.0,0.5976592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.007056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266701,0.04008236,0.06193535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,1.258149,0.0,0.0,0.03212872,0.0,0.0,0.0,0.0,2.572943,0.0,0.0,5.870735,0.0,0.4830673,0.0,0.0,0.0,0.005670873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05464473,0.0,0.0,0.0,0.0,0.3657913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01634444,0.0,0.01854682,0.0,0.0,0.0,0.0,0.0,0.0114583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044780509999999
MED27,0.0,0.0,0.0,0.0,0.07071961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2489518999999999,0.0,0.0,0.1960449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC4E,0.009637357,1.370897,0.7509413,2.443797,3.390761,0.0,0.01423037,1.226391,0.007737934,0.352696,0.0188997999999999,0.005074294,0.5518312,1.037718,1.827838,0.7892537,0.1239269,1.533607,0.4211550999999999,0.0,0.0,1.931943,1.027665,0.0,0.2274489999999999,0.04262985,0.0,1.840146,0.01102268,0.751502,0.0,0.2630764,0.0,0.0,0.0,0.03668048,0.0,0.0,0.3780875999999999,0.0,0.2436643999999999,0.02374863,1.140433,1.797959,0.1220083,0.0078156259999999,0.2417558999999999,0.01646026,0.0,0.0,0.3147438,0.01650102,0.0,0.009086284,0.03821196,0.01585407,0.0,0.01291221,0.0,0.8550966,0.2855555999999999,0.02306905,0.0,0.01178342,0.0,0.005503286,0.03279264,0.0,0.0043935879999999
ROBLD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.148186,0.0,0.0,0.0,0.0,0.0,2.460185,2.271354,0.6288875,0.6958999,0.0,0.0,0.0,0.0,0.496679,0.0,0.0,0.1754687,0.0,0.866941,0.0,0.05326787,0.0,4.394611,0.0,0.0,0.0,0.0,0.1661359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938234999999999,0.8526059000000001,0.0,0.0,0.0,0.0,0.0,0.08786495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL33,0.0,0.0,0.0,0.0,2.033548,0.2736109,0.0,0.0,4.112472,0.0,0.4078063,4.219542,1.232461,0.0,0.0,3.039308,1.0635059999999998,0.0,0.9463695,0.0,0.0,0.0,0.3664983,0.0,0.8488326999999999,0.0,0.0,0.0,0.0,0.0,0.3813676,0.0,0.0,0.0,0.0,0.5448014,0.0,0.0,0.0,0.0,0.0,0.6575407,0.3767372,0.0959933999999999,0.0,0.2198692,0.0,0.0,0.0,0.0,0.0,0.04855846,0.07545023,0.1099038,0.2131989,0.0,0.04771419,0.0,0.0,0.06903489,0.03096066,0.0,0.0,0.0,0.0,0.0,0.8642974,0.0,0.0
GYG,5.020080999999999,0.4173873999999999,1.01989,0.0,0.0,0.04771269,1.988941,1.588705,0.0,0.0,0.05704527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00423513,0.0,0.0,0.02512536,1.7921220000000002,0.1200918,0.06275025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08080953,0.5446462,0.0,0.0,0.0,0.0,0.01148796,0.0,0.0,0.0,0.0,0.0,0.4093663,0.0,0.0,0.01859117,0.0,0.0,0.06942436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMA6,4.14722,1.11971,2.243665,2.38572,0.0,1.693652,2.24706,1.488367,3.254243,0.0,0.05039865,0.0,0.3799689,1.993149,1.906123,0.0,0.7714524,0.7644755,3.66006,0.007500045,1.784961,0.1744039,0.08703447,3.4417379999999995,0.1393174999999999,0.0,0.0,0.0,0.05833292,0.5802393,0.4833229,0.3456254,0.0,1.506983,0.0513613,0.1817859,0.0,0.205803,0.0,1.048984,1.647485,0.1188485,0.0,0.05991619,0.4266937,0.0,0.1099681,0.0,2.452268,0.0,0.07002452,0.1043868999999999,0.4273764,0.0,0.09756487,0.0207882,0.0,0.0,0.0,0.05958251,0.02719816,0.06065035,0.0,0.0,0.0,0.02836274,0.0,0.0,0.0
C1QB,0.0,0.6320836,0.0,0.0,0.0,0.0,0.0,0.0,0.02838128,0.0,1.961903,0.02529986,0.0,0.0,1.834015,0.07697143,0.2875562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06695519,0.3697242,0.8675995999999999,5.75508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06737089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01946603,0.0,3.474509,0.0,0.0,0.03806852,0.0,0.0,0.0,0.0,0.0133581999999999,0.0,0.0,0.0
CSDE1,4.219341,2.544064,2.231833,0.1217097999999999,0.02824683,0.1692198999999999,0.004733163,1.5953959999999998,0.003214948,1.893921,0.07921377,0.03753877,1.804359,0.1085472,0.3872296,0.01915399,0.4660228,0.0,1.078227,2.78288,1.31443,0.0,0.7406286,0.01182838,0.8357163000000001,0.9424721,0.4977707,0.0560726,0.02831951,0.1156323999999999,0.0401987,0.2275445,0.09392829,1.16757,0.0,0.6965851,1.156121,0.0,0.8066361,0.0,0.0,0.4598002,0.09548166,0.0929686,0.248599,0.2143725,0.1388297999999999,0.0,0.0,0.0,0.04556714,0.01894459,0.1642482,0.01808276,0.09338696,0.028756,0.0,0.0,0.02622608,0.01395316,0.0434747,0.0,0.0,0.0,0.005578125,0.0,0.02171493,0.3962877,0.0018791139999999
CFP,0.0108309,1.867489,2.1701,2.54007,0.0,0.0,0.1727672,1.096114,2.83148,1.108526,0.3742014,0.02564437,1.459563,0.0,0.8999686,0.0,1.83288,0.06320771,0.8864601999999999,0.2218077,1.340857,0.8989655000000001,0.5229113000000001,0.03076953,0.8866257,4.662803,0.0,0.0,0.07442751,0.3960290999999999,0.7496729999999999,0.2302787,0.192447,0.0,0.06559254,0.4276969,0.0,0.04624295,0.6024206,0.7524856,0.2710563,0.1871955,0.3144146,0.03858232,0.1027561,0.1775331,0.1398927,0.08070799,0.0,0.0,0.04567467,0.02754316,0.08222798,0.1063571999999999,0.0,0.1157706,0.04011784,0.0,0.0053129119999999,0.1299611,0.05195754,0.0,0.03484782,0.0,0.0,0.0,0.0,0.0,0.0
SMARCC2,0.002136267,0.0,0.5361205,0.0,0.0,0.0,0.0,0.7836025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01710851,0.0,0.0,0.0,0.0,0.0,0.2079024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309368,0.0,0.0,0.0,0.0,0.0,0.0,0.01845245,0.01100055,0.006788978,0.0,0.0,0.00528653,0.0,0.0,0.0,0.003830263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL7A,4.659527,2.689221,0.0,1.956976,1.304677,2.2285220000000003,1.482101,1.641425,0.7314408,1.806257,2.314828,0.0,1.786054,3.346538,1.385552,1.020122,0.6317507,0.0,1.336524,0.008751491,0.0,0.8059498,0.8751886000000001,0.3485699,1.437412,6.241196,1.022952,2.084398,0.0,0.5194084,0.8252389000000001,0.0,0.6817901999999999,0.0,0.05961273,0.7003734,0.0,0.0,0.0,0.6984538,0.2502402,0.3774808,0.5321925000000001,0.1360613,0.341096,0.8699296000000001,0.4525938,3.680971,0.0,0.0,0.08091162,0.02497659,0.03819578,0.1106331,0.0,0.1394874,0.6127781999999999,0.0,0.0,0.0,0.06251811,0.0,0.0,0.0,0.0,0.1720071,0.0,0.0,0.0
PTS,0.0,0.0,1.479472,0.0,0.1646069,0.0,0.0072750609999999,0.0,4.556396,0.0,0.0,0.0,0.0,0.0,0.0,0.2248989,0.0,0.0,0.506889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07119695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOP10,3.2951370000000004,1.4396950000000002,0.0,0.0,2.9333240000000003,2.137602,0.01128782,0.0,0.0,1.36189,0.07365057,0.0,0.9103431,1.7692869999999998,0.0,0.3356487999999999,0.0,1.612678,0.712663,0.0,0.0,0.0,0.6342256,4.691236,0.8608115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4795827,0.0,0.0,0.0,0.0,0.0,0.08768335,0.0,0.08771148,0.0,0.2004997,0.0,0.06146452,0.0,0.0,0.0,0.03146173,0.0,0.03597059,0.1410537999999999,0.0,0.0,0.0,0.0,0.0,0.05925484,0.0,0.0,0.0,0.03284197,0.0,0.0,0.0,0.0
