gene,LPS_1h_S16,LPS_1h_S67,LPS_1h_S61,LPS_1h_S50,LPS_1h_S82,LPS_1h_S32,LPS_1h_S72,LPS_1h_S22,LPS_1h_S21,LPS_1h_S89,LPS_1h_S71,LPS_2h_S66,LPS_1h_S60,LPS_1h_S43,LPS_1h_S1,LPS_2h_S60,LPS_2h_S4,LPS_2h_S89,LPS_1h_S53,LPS_1h_S48,LPS_1h_S87,LPS_2h_S57,LPS_2h_S9,LPS_1h_S64,LPS_1h_S38,LPS_1h_S17,LPS_1h_S74,LPS_1h_S59,LPS_1h_S14,LPS_1h_S49,LPS_1h_S26,LPS_1h_S63,LPS_1h_S5,LPS_2h_S75,LPS_2h_S84,LPS_1h_S33,LPS_1h_S39,LPS_2h_S27,LPS_2h_S41,LPS_1h_S40,LPS_1h_S62,LPS_2h_S78,LPS_1h_S28,LPS_1h_S30,LPS_1h_S19,LPS_1h_S66,LPS_1h_S35,LPS_1h_S20,LPS_1h_S3,LPS_1h_S18,LPS_1h_S78,LPS_1h_S34,LPS_1h_S42,LPS_1h_S27,LPS_1h_S73,LPS_1h_S96,LPS_1h_S6,LPS_1h_S11,LPS_1h_S86,LPS_1h_S51,LPS_1h_S15,LPS_1h_S45,LPS_1h_S91,LPS_1h_S52,LPS_1h_S80,LPS_1h_S41,LPS_1h_S88,LPS_2h_S13,LPS_2h_S15,LPS_1h_S37,LPS_1h_S25,LPS_1h_S44,LPS_1h_S93,LPS_2h_S45,LPS_2h_S26,LPS_2h_S69,LPS_1h_S8,LPS_1h_S77,LPS_2h_S64,LPS_1h_S85,LPS_1h_S10,LPS_1h_S13,LPS_1h_S24,LPS_1h_S23,LPS_1h_S58,LPS_1h_S75,LPS_1h_S55,LPS_1h_S31,LPS_1h_S94,LPS_2h_S93,LPS_2h_S76,LPS_1h_S90,LPS_1h_S12,LPS_1h_S29,LPS_1h_S56,LPS_2h_S53,LPS_2h_S23,LPS_1h_S7,LPS_1h_S36,LPS_2h_S21,LPS_1h_S2,LPS_2h_S14,LPS_2h_S49,LPS_2h_S65,LPS_2h_S35,LPS_2h_S73,LPS_2h_S29,LPS_2h_S8,LPS_2h_S46,LPS_2h_S62,LPS_2h_S6,LPS_2h_S7,LPS_2h_S58,LPS_2h_S19,LPS_2h_S25,LPS_2h_S42,LPS_2h_S92,LPS_2h_S85,LPS_2h_S52,LPS_2h_S63,LPS_2h_S34,LPS_2h_S38,LPS_2h_S95,LPS_2h_S39,LPS_2h_S22,LPS_2h_S16,LPS_2h_S87,LPS_2h_S91,LPS_2h_S32,LPS_2h_S18,LPS_2h_S54,LPS_2h_S28,LPS_2h_S83,LPS_2h_S71,LPS_2h_S12,LPS_4h_S25,LPS_2h_S17
LASS2,1.094638,1.17484,1.861084,3.978183,2.649282,0.3137512,0.0,0.008398428,2.8126,1.099357,1.419901,1.524386,0.03816989,1.17094,1.124189,2.574589,2.572098,0.0,0.3029906,0.0,1.788307,0.0,2.929545,3.632975,1.006201,0.9169748,1.648151,0.5669308000000001,2.413557,0.970899,2.191921,1.395594,0.01860266,1.2450709999999998,3.08708,2.743509,0.8546621999999999,1.381102,1.738105,0.0596038,1.603098,0.0,1.2993059999999998,0.6549431,0.04470643,1.220327,1.752803,2.449936,1.849436,3.020693,0.0,0.0,1.293713,1.211224,2.161447,1.640168,2.113414,0.3625474999999999,2.814861,1.895607,0.7125946,0.0,1.203442,0.006381718,2.085693,2.357793,0.0,1.397282,1.326978,0.8774377,0.3724369,1.725607,0.6017096,2.63238,1.146633,1.651966,1.838537,1.446137,0.7868986,1.938494,0.01133727,0.4263532,0.003810965,0.1379107,1.866121,2.619641,0.0,1.045122,0.0,0.8948671,0.9831019,0.7078386,4.2195800000000006,0.9225898,0.7783751,0.3687974,0.0,0.0,1.08808,0.9760249,0.6791956,1.305367,1.4936200000000002,2.448332,0.6191134,1.837533,1.928178,1.633063,0.04780779,0.3157948,0.1511987,1.148581,0.1586099,0.01467486,3.1960330000000003,0.0,0.6523810999999999,0.1080039,0.1384652,0.009166188,1.173066,2.4351130000000003,2.953193,1.638773,0.0,0.0,0.0,3.277058,0.0,0.0,0.3391830999999999,2.984914,0.0942659,0.9631336,0.8364739999999999,0.005722223,0.0
GAS5,3.31025444119874,3.05826051990977,2.6965025874081303,3.4709848421116205,1.9445335474475405,3.7014639166238,3.49475015202412,3.7899517352377097,3.48595029963345,3.64578490853846,3.19831155694727,3.980997801263,3.14061742274881,2.9943663592503897,3.52038868641509,3.1825862931665,2.3158260027022703,3.4478859144852,1.65179204452314,2.7738779651566,3.9572118004715895,3.78721090571772,1.56455474750404,2.38856049125174,2.1566878165631103,3.8636085365957897,3.89178254267433,2.75533871615973,2.05716733674228,2.14586296890592,3.2425166078791405,0.145093013975565,3.68215207453138,3.83503435863168,2.51092524707165,2.81701133431667,2.78576880399073,2.76089527612328,3.30883134036771,1.90533391400033,2.00367547443326,3.2748272445782702,2.46233339029594,2.84912342936804,1.7871703478131202,0.90258304343374,2.95547779617976,2.47291553301204,0.873588893674533,2.5958794685927,0.0,1.35412569543237,2.57999143608852,3.31301263494792,0.0,1.17366727840538,2.44644488539859,3.8365111677772,2.75698098907593,2.58762978173077,2.83703363322893,3.76083845909292,2.84293064084765,1.07215514716308,1.5587726753786,1.37232781426606,0.169282334403372,2.30260223430009,0.0,2.4796805527820296,3.4442488455628,1.13156074770304,2.87171164929551,2.3077117818291097,2.12819417209275,2.2448125173974702,1.20409543291329,1.07753970467963,3.75546844276636,0.0,1.13246074518598,2.27979631337104,3.63263951134327,1.56339918979123,0.308053546068209,2.28614899448339,0.0,0.0,3.69719878354064,1.91295417297375,0.381621939832133,1.99660224059138,2.39109430280763,0.392755334098214,1.17946112358434,2.53898678758012,1.30671637018748,0.022148825227027,0.0,1.26851475236762,2.0371480944171,2.60284277523755,2.69428118969948,1.4749116503148898,0.480130173751062,0.6459249088838079,2.4371521080362,2.4112998694954,1.7904100951838202,2.1915262398967297,2.58408099687336,2.96747080392676,3.20128356054303,2.3101063984629504,0.73590952939652,0.0,2.44533867938459,3.5345476897150294,2.9733581041406,0.810273169561812,3.28680931059748,1.75575509697398,1.74842589572354,2.73340928807468,2.5429366374314903,0.0,0.0,1.32281885410336,3.08642073735686,1.50698711115859,0.134303584248953,2.13941700508779,3.09119977959324,2.4681739382235697,1.42127135047226,1.79333264590789,0.874203047827639
EVI2A,3.678346,1.457417,0.8190173000000001,2.826842,3.1230860000000003,2.481269,4.160515,0.0,3.671111,3.4846440000000003,1.583886,1.70763,3.517268,3.4917480000000003,0.5992498,0.05319025,2.290843,2.740104,2.0268330000000003,3.1307400000000003,3.00474,1.181458,2.572348,1.939721,2.520107,3.164527,1.816745,2.7266220000000003,2.967495,1.246583,0.6031331999999999,0.9315596,3.546154,0.8339068000000001,2.3934040000000003,1.585633,2.308637,2.2724580000000003,3.5453620000000003,2.539555,1.156001,1.74174,1.8857580000000005,1.216261,2.087389,0.1457887,2.972563,0.6154621,0.278387,1.159818,1.6891,1.58004,3.147145,1.196074,2.4103830000000004,2.9019310000000003,2.434087,2.163902,3.068879,1.0423440000000002,2.885117,3.452888,0.4042624,2.519888,2.303039,0.3385879,1.259642,3.3158160000000003,2.715719,0.4930492999999999,3.3820370000000004,1.078471,2.204001,2.849018,0.0,3.182401,0.1060269,0.0,2.461119,1.547314,2.268611,1.49843,0.0,0.3450756,2.070026,0.9731207,0.5755524000000001,1.376177,0.7291263000000001,2.753165,2.063916,0.3220433,2.315878,0.3465975999999999,0.5593137,0.01163572,2.567786,0.0,1.371914,0.0,0.0276222,2.944887,0.005001156,2.8193490000000003,2.500747,1.766168,0.02841918,2.725205,2.68792,2.628645,1.137401,0.02795231,0.0,2.2113810000000003,1.36906,1.856161,0.0,2.02261,0.06511975,2.684382,0.0,1.603779,2.007832,2.15059,2.6742470000000003,1.840573,1.562676,0.6172308000000001,2.215684,3.160396,0.0,2.968181,2.230589,0.1201642,1.6578119999999998,0.0,0.0
TCOF1,0.3651489744364269,0.0670483413914567,0.306297036775907,0.0052282390051458,0.275756105290861,0.0923626245747752,0.255794956667847,0.0,0.267331033307084,0.0971546456627142,0.0537133429971734,0.0,0.378752260074704,0.37362018452205,0.4164996027034,0.0,0.401193372524581,0.0009844770453431,0.158091290781957,0.0,0.304864082752022,0.0,0.102568278601158,0.0416556572223486,0.0,0.211962525173679,0.184855047098599,0.159250529281948,1.4383159458396102,0.0863037057222314,0.593479028666405,0.3604881107814679,0.733985607124279,0.381374580160478,0.127136156133277,0.0,0.6135655039820981,0.0132875500163373,0.235532970041221,0.399784244463955,0.369764489912586,0.0,0.47889883406796,0.3967562220395729,0.245127366517349,0.0702818754464325,0.194134114331882,0.185756588151643,0.400525338754275,0.29716506344918,0.0208525763753257,0.0214736877257097,0.0390745890706188,0.0121445251306474,0.619068064992537,0.0315614357606045,0.0,0.0523428863716289,0.0,0.289555167997944,0.0052106857339801,0.0,0.0909053501731217,0.0881163360036641,0.0,0.557448103752734,0.122067845131803,0.23905013298675,0.1269289790693659,0.0,0.0027010281810564,0.0,0.327354701451667,0.0,0.0891298635115419,0.244868887277686,0.0,0.755530089000894,0.0077167130046735,0.149345539222019,0.067715674184226,0.0,0.0523497374525297,0.0,0.1218943484925809,0.0,0.0203419336159499,0.294572588214148,0.329372200468026,0.0,0.0,0.5559234241877521,0.1421129714065669,0.0801231594521688,0.585888848538077,0.0,0.234074092336013,0.166127897097295,0.0,0.0,0.0,0.0,0.0,0.4314566853567689,0.0667167925024378,0.265615847002982,0.844611536718913,0.0,0.0,0.319351784713183,0.307994307824795,0.0,0.164254970164961,0.0632036583953025,0.0,0.0,0.0937675277752349,0.0018083583582967,0.7670587554989708,0.001996388783908,0.315291709583695,0.0,1.00133584498581,0.121389129207049,0.3142700760781339,0.0,0.314474550372001,0.0,0.0441768824373588,0.133146869746478,0.0,0.0114116705555961,0.123585038945719,0.0,0.0,0.2895483933169799,0.0
CALM2,5.20690532959551,4.93111513039428,4.48532776099249,4.50422427491509,4.15901561606863,4.0818107814794,4.52660776248823,4.41139872513942,3.81194973438631,2.9348179449376697,3.38520239980442,3.88077980280029,4.49605973644305,4.23529981622458,3.5145915715107696,4.546227479651081,3.7222426223224,2.1813344387560503,4.51982636343859,2.60631912610279,5.19332193455119,5.17320901507831,5.35002540380508,5.58962342992406,4.27983818099042,3.595576354339069,4.2973929895971,4.95727888821526,4.59974304423623,4.017312396155029,3.62393998749334,5.21142739333169,5.65171229143626,4.682893768786291,2.65121117663602,4.21214533874761,5.171210101238129,5.10370962812314,4.868256891018441,4.385420791081221,5.04195817982048,3.78965577676453,4.46124572976606,5.55643377521607,3.6231681196152,5.74256946214576,2.72786894401152,5.15208537616445,3.50155701418235,4.60459346049324,3.42683539172345,5.25644008114273,5.368991708617769,4.32188728708778,3.82139484632748,4.61992163832138,4.58311978086549,5.309341891212281,2.04124817902587,5.24754854344079,3.16495839206345,2.61648623857041,4.175671299279149,3.53936413603954,3.84786947975523,5.7109592897542,3.78896818438052,5.02949320507665,4.27061875766868,4.24140000972273,4.728895198952331,3.64227983868746,4.261752589198069,4.15886383599296,3.16126781415164,4.66570319926983,4.666469575676071,4.13421159884943,5.048160463289309,2.50028556633599,3.2357321708890003,4.32767014848266,2.39518502777163,3.79342810874637,4.33222525924687,1.45599841024612,2.36913324117489,3.4970111056871898,3.82870112477324,5.4926730245824,4.88803664148979,4.73243402190599,0.853975329556129,4.53581870972891,2.66921987100281,4.53555258418813,5.3854691107687,3.1935485705545004,4.06926922412393,4.949998655909231,4.93893798350533,4.817227349683599,2.2291468430484502,3.51638424859648,4.26603705288038,4.13680062223028,4.380106777685129,4.89740453678484,5.04781530642235,5.11414679352263,4.3869490988656805,2.05970946348075,4.75996642777202,2.68388864454737,4.75722535672314,0.542377133181533,0.24159648397863,3.3307269484125297,3.93000152571033,3.9856371549595,3.9155737851757206,4.7092639887671295,2.95497396263916,3.0719478716178195,4.74193674627113,1.56746007125724,3.84385039569704,1.9268501735122,5.0835939583724805,3.09741131696914,3.62134270121469,4.9579281040464105,4.41615024423441,3.935978499458471,2.94298057631595,4.62973051002796,3.1041186820408
MT2,0.06491745,0.2786157999999999,0.0,0.02615014,1.719714,2.6612240000000003,0.4891827,0.5304572,0.0,0.09137414,0.0,0.6866375,1.681444,0.0,0.03103991,1.755855,0.0,2.081054,0.0,0.0,2.581983,1.589019,1.98915,2.285134,0.7067066,1.130795,2.077944,1.554478,3.505799,3.5731589999999995,0.0,2.335852,2.343922,1.368027,2.110986,0.0,2.080044,2.619797,1.327344,0.0,1.551222,1.654969,1.6514509999999998,1.7929529999999998,1.304848,0.7633204,0.0,2.727949,4.074547,1.959831,2.262063,3.964,0.8330486999999999,1.093883,3.416701,2.571829,2.954944,0.03074696,3.197918,3.802326,0.0,0.01980675,2.656606,1.536777,4.261401,3.009815,1.44423,0.0,0.3438095,2.706904,2.250271,2.741237,2.410244,0.966586,0.0,4.337556,0.0,1.518137,2.385856,0.7394509,1.653963,5.04734,0.0,0.3759252999999999,2.697396,2.458639,3.487678,0.03727274,0.0,0.2556427,0.08772971,0.638595,1.839443,0.2730084,2.541323,2.090333,0.01870631,0.0,0.4000107,0.0,3.098078,1.989831,0.9923797,0.4269603,1.625567,1.0453940000000002,3.939192,0.8555169,0.1885733,0.0,2.098448,2.204692,3.233422,0.0,0.0,0.0,3.164267,0.0,3.105482,1.892894,0.0,1.037043,2.598389,0.0,3.790744,0.2268002,1.517895,2.800442,0.8691595,2.434225,1.130862,1.844229,1.6782549999999998,4.6923,2.225295,2.073571,2.255329
H2-EB1,6.27482200850655,6.0986709599994695,6.995078671698001,6.73968951588933,6.84501343202308,6.49456702608725,7.26783008162554,4.448035992037849,7.20892653769377,6.920132109517371,7.22933221329345,6.8577615915591394,7.20524303740811,4.84232356664891,6.613566724325111,7.43354565181344,7.454904382684799,7.01268513838543,6.21780550916827,7.40068645676422,5.32243159892623,5.6317832767116105,6.94014775066988,4.39539424942229,5.756504459715941,6.4463281123555305,1.9867117472109697,4.75320067641636,3.1064902094198503,4.17172485515468,4.5944656753841695,4.278525191457891,0.862338161856004,7.025002405646,7.275917092462361,4.9591484283104,4.171699657750089,6.109065567728599,5.88338658467693,5.2226510618684605,0.8839367076796121,6.768599569444049,5.528469290401749,4.83328742250045,3.4353906518062205,1.90073121585492,6.44463345783625,0.0300561731174267,5.3630152133394,3.5081316504714,4.40314957234812,0.0152042732950173,0.0,4.680063514003019,0.0559688592072665,0.240451218917404,0.0,2.06718068922232,2.43464649638008,3.28012013373883,5.738900271033749,4.997334198039161,4.43064812540023,3.62371072680195,1.65629795321152,2.770585195003,0.0182774626484451,2.02027192431057,2.02251768050937,5.070394874996111,0.571651852183936,0.026922929804839,1.27526731973096,5.54503577263113,0.0,4.7637686201343,2.39121552003144,0.0,5.8048552506815705,0.0431481683406909,4.00761946864082,0.0188428105289737,4.76891476411934,0.0087800094164985,0.0248991382377893,0.0286086856512984,0.0625457250850847,0.7210859419747341,5.57993235520779,4.16280879823108,0.0664473860166175,0.0862394393316542,0.0,0.0379226364243643,0.0,0.0305306778889699,3.66572043387386,0.0112244990231982,0.0,0.0060608587581951,0.0364501020271451,0.0,1.22588692839568,0.05337714844816,0.0112676118179225,3.27666054843773,0.0125666516961367,0.0210419482473941,0.832540199512739,5.3563039828673,0.0240707103157689,0.0275419622146069,0.596258990373623,0.0,6.18505596421229,4.6544908942663605,2.62499819238004,0.0300785938004582,0.166815742936071,0.0387644669654323,0.0,5.83881865985652,3.9581361120470695,0.0,3.70185014900742,0.0123155396867016,0.0,2.9213826393791096,6.50420308054396,4.5896982204173,1.43996004952794,4.14747145999582,2.91035584192734,4.24145985666983,0.0403867758956405,0.0069888466427576,5.58265562908687
CORO1A,3.958005,2.807257,3.784671,3.169729,4.314401,1.765195,2.598933,4.6938260000000005,3.4826870000000003,3.965985,3.974369,3.050464,3.60539,3.874483,0.8705311,3.469241,1.449347,3.689704,3.58943,4.007973000000001,1.666179,2.651741,3.196375,3.287802,1.082715,3.500499,2.123967,2.681876,2.082757,3.114978,2.315556,3.168842,1.957117,0.7440748,2.179583,3.046627,3.305421,1.452469,2.086486,2.439698,3.116977,2.035787,2.354417,2.326381,1.70778,0.7267920999999999,4.56101,2.497378,3.977502,0.7885572,4.554632,0.6565155,0.1648317,2.873624,2.293949,0.03734763,1.6906259999999995,1.625238,0.1765836,0.2907659,2.742069,1.466852,0.5238382,0.1772106,2.443194,1.402049,0.8917879999999999,3.702198,0.4367515,2.757602,1.989413,3.235998,1.351347,2.21797,0.1546164,2.296952,0.5305951999999999,2.252719,1.276704,0.8499124,0.4468797,0.01319683,0.09459157,1.387528,1.291559,2.45467,0.08730431,3.956627,1.106044,1.151943,0.1838829,0.1578446,0.0,1.991362,0.7139219,1.234529,1.626275,0.08220242,0.5239376,0.0,0.01283425,1.022865,0.7230973,2.939073,1.24129,0.6484531,1.882054,1.4292049999999998,2.684757,3.4033050000000005,1.91315,0.4832729,3.0055970000000003,0.09103585,3.664288,0.1847009,0.4020967,0.1122661,1.450375,0.4680266999999999,1.0831540000000002,3.950532,2.954721,1.707196,2.610765,0.0,2.069504,0.07876824,1.370243,1.007242,0.0,0.4023238,2.087122,0.04150721,0.0,0.0,0.4484933
SDF2,0.5050364,2.253677,1.472407,1.079403,0.9710233,0.3160853,2.773129,3.19599,0.4157141,0.9616173,0.7215696,1.238891,1.851974,0.0,2.765568,2.9707630000000003,0.1687992999999999,2.9070400000000003,0.4404455,1.395659,2.519901,0.009795493,2.270896,1.7147599999999998,2.278966,0.4837835999999999,3.948186,2.233051,0.4385653,2.527704,2.589661,0.0,0.0,2.963975,1.709653,2.570089,2.653966,0.8349377,2.043916,0.0,0.1086545,2.02123,0.0,1.057884,0.0,1.1070209999999998,2.969398,0.4677633,2.894479,0.0,1.318459,0.5318936,2.956066,2.594411,1.401359,0.3535985,1.817896,0.0,2.776385,0.2224579,0.01319058,0.0,0.0,2.7532490000000003,0.9078571,0.0,1.507806,1.139502,0.0112752999999999,1.301674,1.190847,0.0,0.0,1.491843,1.8623490000000005,0.3419564,0.00685656,0.008901838,2.626132,0.01051578,1.235343,0.0,2.012838,0.549195,0.0,0.006929413,0.03781508,0.0,2.446702,0.4711595,1.491759,1.471664,0.0,0.0,0.0,3.703482,0.6027588,3.079222,1.535659,1.512871,0.0,2.3250330000000003,0.0,1.938821,0.1375426,0.03840389,1.7347419999999998,1.811902,0.0,1.828621,0.0,0.4541897,0.02095211,0.0,1.261377,0.0,0.107541,0.0,1.02645,0.0,0.0,2.354503,2.7391520000000003,1.528366,0.9922028,0.08033651,0.005059058,0.3473979,0.0,0.8037842,0.0,3.342679,3.090407,0.0,0.17071,3.081272,0.0622049
IAH1,2.612301,3.800599,2.574066,1.348017,0.1848302,2.535349,0.7830456,2.034679,0.6933958,1.997335,3.5654410000000003,2.279055,0.0129717999999999,0.0,2.776096,1.87017,0.0,1.776257,2.752056,0.4046824,2.715502,3.662829,2.505137,0.6703268,2.696727,1.3017729999999998,2.253234,2.883921,1.3551,0.2242572,2.251105,2.8400950000000003,0.9374814,1.356499,0.0,2.016966,3.560181,2.442612,1.392062,1.521158,3.196972,1.675704,2.084359,3.272964,0.4714157,1.66222,0.0,2.685414,3.631425,4.749244,1.7706419999999998,3.083436,3.3379800000000004,3.016214,2.342741,1.73452,2.5874330000000003,0.2650599,0.0,4.814432,4.177701,0.1076333999999999,0.4493649999999999,0.0,0.0,0.8850309000000001,0.2272224,2.034546,2.808592,0.0,3.199277,4.021403,3.831135,3.4265769999999995,0.5650409000000001,0.01300326,0.7577142,0.5845685,1.895128,0.0,0.8327723,1.247778,2.952975,1.830161,1.602945,0.01950863,0.6752728,0.9454139,0.01945408,4.138006,1.357265,1.233503,2.871671,0.04740731,3.616246,2.670269,2.386121,0.03759176,3.154696,2.623069,1.937431,1.793418,1.907765,0.07280887,0.0,0.0,1.867035,0.0,0.1080154,2.60909,0.0,2.387335,0.0,1.848007,1.966822,2.562735,0.0,0.0,0.05157124,1.531855,0.2396561999999999,1.701168,4.0224910000000005,1.7025279999999998,3.54387,3.198393,0.9252703,0.1644112,2.580721,0.0,0.0,0.0,0.0,0.0,0.3725399,0.05812783,0.05288772
LGALS9,2.189773,0.9129721,3.860333,0.0,1.053878,1.260351,0.0,0.2151303,0.0,0.009994111,2.442094,3.574322,0.0,2.425383,3.383478,2.014694,0.01238629,0.003140656,2.953209,0.0,1.714523,0.2207907,3.080798,3.318567,2.129782,3.824366,3.757537,3.1010020000000003,3.238372,2.913141,3.209494,3.932686,2.640148,4.177186,2.879188,1.434808,0.3626429,2.067068,3.040655,3.790631,4.028694000000001,2.79677,2.628143,2.96343,0.6954604999999999,4.244018,0.07499908,3.34865,0.4746457999999999,2.154171,0.02772703,1.541719,3.516445,0.6464364,3.858588,0.2767517,2.941221,2.1398080000000004,1.078803,5.539196,2.924377,0.0,1.078893,2.6361630000000003,0.6244733,3.660569,3.02947,3.703959,1.606994,0.3908357999999999,2.27277,2.214237,0.3350822,4.257287,0.4593485,3.765095,2.715969,3.431259,1.162951,2.948649,0.0,1.838003,4.551946,2.965031,3.196987,4.564923,3.190089,1.798252,1.4010129999999998,2.132957,2.415135,0.3199913,3.125346,2.051905,3.878993,2.352761,4.219074,1.170955,0.2453475,2.264923,0.0,3.582008,2.845505,2.0112970000000003,2.329598,2.726985,4.473631,2.512453,3.148848,2.916378,2.7053130000000003,0.8911799000000001,0.7759271,0.8564642,2.481727,0.1020951,1.6071950000000002,0.6128617,0.0,0.04356449,0.1319112999999999,1.817693,2.500167,3.567315,2.750685,0.0,0.870926,1.366478,2.097461,3.665024,1.897642,2.345038,1.864704,0.6335308000000001,1.493214,3.369756,2.701995
ALAS1,0.5666576,2.075454,0.2809978,2.273947,1.17115,1.932113,0.0,0.0,1.3981370000000002,0.01064654,0.6255403,1.251457,1.7443080000000002,1.970423,0.6268322,0.04403705,2.218645,2.753344,1.996798,0.181661,2.61037,1.20873,3.020412,2.2942720000000003,2.921685,2.998041,1.7845080000000002,1.146363,1.983065,2.247484,0.05080286,3.754975,0.617959,1.236245,1.623961,1.972134,2.892894,2.441864,2.24501,3.52125,2.452629,2.245735,1.870242,2.585193,0.3462647,0.02696698,0.0117352999999999,2.366882,2.604948,1.573357,2.896905,3.4103260000000004,0.2466904,1.674439,2.68353,0.9851478,2.779482,2.11524,3.183343,4.57204,0.2491369,3.019475,1.025258,0.9252796,0.8768824000000001,1.47595,2.987817,4.642501,2.7048330000000003,1.939187,2.071683,3.560053,2.291382,2.279081,3.4722470000000003,3.227201,4.168819999999999,3.532025,2.442275,2.506796,0.9802717,0.4836074000000001,0.9409934,3.246907,2.230613,0.1538499,1.964174,2.111514,0.03075056,0.5462454999999999,3.501618,3.3671300000000004,2.135379,0.7979525,1.872829,2.15186,3.022016,0.0,1.918985,3.648572,2.368396,2.849616,2.597971,2.207011,4.1569720000000006,1.428251,2.655145,2.689882,0.291511,2.730338,1.756734,3.45873,2.620543,0.4068461,0.5997773000000001,0.706815,2.4080060000000003,1.099511,0.1602929,1.993583,0.0,1.066061,0.5945513000000001,2.512582,2.920914,0.3686982,2.263189,1.770692,1.418773,3.853772,0.4562238,2.610187,2.865278,1.002041,2.364018,4.006724,1.983783
KDM5A,0.9419984,0.9319621,0.7036631999999999,0.6892049,0.09787863,0.278341,1.551725,0.8948844000000001,0.0064872509999999,0.589299,0.3030507999999999,0.3575890999999999,0.5288848,0.5353821999999999,0.05078672,0.1539274,0.6340501000000001,0.9713336,0.2085866,0.1312627,0.1853497,0.2087197999999999,0.6512697,0.0629911,0.02657261,0.6034995,0.2339058,0.5231729,0.08104462,0.5733524,0.01928762,0.0,1.207831,0.0030170609999999,0.02292206,1.066048,0.3829674,0.07587493,0.6872345999999999,0.4549005999999999,0.02878992,1.1373540000000002,0.7572426999999999,0.1729072,0.1501901,0.4315742,0.3156748,0.01299273,0.06663212,1.620891,0.0612271999999999,0.2343522999999999,0.04681828,0.1474893,0.3280801,0.9671155,0.02813542,0.03711621,1.681357,0.009200425,2.081443,1.403931,0.01877062,0.1988606,0.1380719,0.01579801,0.5295746,1.363436,1.097417,0.09751323,0.01312287,0.001017914,0.0,1.0561040000000002,0.0,0.003907796,0.2203873999999999,0.02323856,1.1237700000000002,0.02774303,0.8173011,0.01980802,0.0177812,0.001669045,0.110568,0.04359982,0.2557783,0.008188673,0.0,0.4903064,0.003637583,0.0,0.001180324,0.0,0.0,0.05780452,1.565937,0.0,0.01050521,2.27562,0.03895442,0.001537239,0.0,0.1264238,0.0956216,0.09454654,0.1645483,0.7279589,0.3730985,0.04269295,1.135626,0.02893779,0.0226531,1.079059,0.8381251000000001,0.03979952,0.02663785,0.0007373878,0.0,0.0478686999999999,0.123733,0.7796211,0.0004464972,0.2560046,1.142054,0.005315483,0.3525544,0.8516363000000001,0.02174908,1.342281,0.5498960999999999,0.00679178,0.0,0.0007270819,1.007935,1.008513,0.2287408
SELK,2.301883,3.830297,3.738634,2.685664,3.126062,2.707623,3.228532,2.763957,2.724518,2.2345770000000003,3.624819,4.378909999999999,2.919167,2.797006,3.5063,2.462105,3.860875,2.8221700000000003,2.553167,4.366448999999999,3.1507560000000003,3.886323,3.511115,3.673261,3.052165,3.70958,2.332501,4.053872,2.722743,1.906756,3.456488,3.058285,4.406781,3.605367,3.36239,3.577485,2.676345,3.338218,2.092441,3.1569,4.038194,4.102641,4.104764,3.616662,3.017054,3.316152,3.434842,2.93111,0.5096930000000001,3.973205,3.448432,2.862776,3.147111,2.871736,4.458281,4.329731,3.505602,4.358789,0.5936908000000001,4.246665,2.746232,2.985429,3.366055,3.668117,0.6359514000000001,3.879534,2.659176,3.0349630000000003,3.627513,1.552597,4.750414,2.477018,2.911539,3.807721,3.93965,2.955553,3.720263,3.4717800000000003,3.415688,3.799092,4.272871,2.670567,3.165737,2.76788,1.457178,0.06901722,3.348329,2.842801,0.01751277,3.495211,3.394858,3.021669,2.228676,4.729339,3.957351,4.379233999999999,3.227504,1.531595,3.758914,4.627473999999999,4.647553,3.400089,2.426546,2.188545,3.899335,2.961805,2.681584,3.381246,2.5088470000000003,2.764158,2.159526,3.531195,4.683433999999999,1.119543,3.5832550000000003,3.801439,4.537511,2.692488,2.2127220000000003,2.611397,2.53,2.768415,3.068636,2.254069,3.612938,3.002226,3.084417,1.951256,4.174343,2.832487,2.726016,2.498988,3.837412,2.466935,2.73159,3.605657,3.972592
